Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logFC	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 FDR	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logCPM
NM_001177464	Zfp516|C330029B10Rik|D230016L03|Zfp26l|Znf516|mKIAA0222|-|18 E3|18|protein-coding	-2.4622138259797097	0.00014154801697231499	2.8383421163072997
NM_134160	Mcoln3|6720490O21Rik|TRPML3|Va|-|3 H2|3 71.03 cM|protein-coding	-2.45962339397465	0.000148966689350414	2.7378582531297098
NM_144551	Trib2|AW319517|TRB-2|TRB2|-|12 A1.1|12|protein-coding	-2.45093182106127	2.12247983857511e-05	6.8590130835875796
NM_024245	Kif23|3110001D19Rik|C87313|CHO1|Knsl5|MKLP-1|MKLP1|-|9 B|9|protein-coding	-2.42846063044142	5.69876426358001e-05	4.22661806525155
NM_182809	Ntrk3|AW125844|Ntrk3_tv3|TrkC|-|7 D3|7 44.01 cM|protein-coding	-2.40368079651296	0.000520587195081	2.2135450143881203
NM_206856	Tacc2|mKIAA4180|MNCb-3527|7 F4|7|protein-coding	-2.40354127658611	8.40341084313316e-05	3.8278639066263396
NM_009924	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	-2.38989776684323	5.0116667212461996e-05	5.27223662940718
NM_134156	Actn1|3110023F10Rik|Actn1a|-|12 C3|12 36.49 cM|protein-coding	-2.3875057114333997	3.31856351963734e-05	8.989603580407259
NR_105744	Mir6236|mmu-mir-6236|-|-|ncRNA	-2.3821507688519103	3.62296100448242e-05	7.568428541158429
NM_027482	5730508B09Rik|2700063A17Rik|C80506|-|3|3 H1|protein-coding	-2.3390352983155895	7.084553374062191e-05	5.537510106643079
NM_011579	Tgtp1|Gtp2|Irgb6|Mg21|Tgtp|RP23-269N23.1|11 B1.2|11|protein-coding	-2.32228474500476	0.000197091008789846	3.56216948056582
NR_046233	Rn45s|-|-|-|rRNA	-2.3201904347477798	5.90356209204386e-05	12.306105063613
NM_008377	Lrig1|D6Bwg0781e|Img|LIG-1|-|6 D2|6 43.15 cM|protein-coding	-2.30197585423143	0.000114388104570227	4.9872916824667
NM_020286	Tspan32|AW208513|Art-1|BB235973|D7Wsu37e|Phemx|Tssc6|-|7 F5|7 88.09 cM|protein-coding	-2.2969648851932405	9.71910433764405e-05	5.71741698234774
NM_172696	Inadl|Cipp|Patj|RP23-291M22.2|4 C6|4|protein-coding	-2.2878442659571605	0.000106784499438673	5.5572109725193295
NM_013531	Gnb4|6720453A21Rik|G(beta)4|-|3|3 B|protein-coding	-2.27996749702179	0.0011585127288384401	2.20346362257719
NM_011578	Tgfbr3|1110036H20Rik|AU015626|AW215636|TBRIII|-|5 E5|5|protein-coding	-2.26969210579508	0.000138023224102405	5.08526225366211
NM_010768	Matk|CHK|HYL|Ntk|-|10 C1|10 39.72 cM|protein-coding	-2.26964813840562	0.000180991389538298	4.3444592144852905
NM_172904	Fsd2|9830160G03Rik|Spryd1|-|7 D3|7|protein-coding	-2.26425131269643	0.00136569770426595	2.09944035903226
NM_001146060	Als2cl|79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018|-|9 F3|9 60.79 cM|protein-coding	-2.22404910884702	0.000138476145510404	8.688733421625638
NM_178679	Zfp365|AI839779|AV340892|DBZ|Su48|Znf365|talanin|-|10 B5.1|10|protein-coding	-2.21508478690573	0.00034483829939098903	3.9766058925156895
NM_018775	Tbc1d8|AD3|HBLP1|VRP|-|1 B|1|protein-coding	-2.20729718839078	0.00112096062763625	2.4959309249394597
NM_207652	Tsc22d1|AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22|-|14 D3|14 40.44 cM|protein-coding	-2.197222673492	0.000329256786398123	4.3047969042842205
NM_008668	Nab2|AI451907|-|10 D3|10 74.6 cM|protein-coding	-2.19310113053409	0.000223781107912521	5.80493746854851
NM_010831	Sik1|Msk|Sik|Snf1lk|-|17 B1|17 17.25 cM|protein-coding	-2.18801373403654	0.000196647706131521	7.13880563338696
NM_007395	Acvr1b|6820432J04|ActR-IB|ActRIB|Acvrlk4|Alk4|SKR2|-|15 F2|15 56.48 cM|protein-coding	-2.18432058262478	0.00026116777672362	5.28648912771715
NM_001202500	Armcx4|AI448196|Gm195|RP23-26D22.8|X E3|X|protein-coding	-2.18144806038221	0.0013591901551270802	2.4399799465197898
NM_011809	Ets2|AU022856|Ets-2|-|16 C3-qter|16 56.64 cM|protein-coding	-2.1745229062597597	0.000288819081087176	5.35555241773261
NM_009450	Tubb2a|M(beta)2|Tubb2|-|13 A3.3|13 14.03 cM|protein-coding	-2.14809894316088	0.0006746648477102981	3.6629796862126804
NM_010162	Ext1|AA409028|-|15 C|15 20.0 cM|protein-coding	-2.12974349844229	0.00045552603939242697	4.91584727877612
NM_001003950	Rab3ip|B230311A06|Gtpat12|Rabin3|-|10 D2|10 64.96 cM|protein-coding	-2.10983293647612	0.00046320193633202694	5.479294645405941
NM_008883	Plxna3|PlexA3|Plxa3|Plxn3|Plxn4|SEX|mKIAA4078|RP23-436K3.11-001|X B-C1|X 38.0 cM|protein-coding	-2.08892071387909	0.00166116682528835	2.86971363200939
NM_133786	Smc4|2500002A22Rik|C79747|SMC-4|Smc4l1|-|3|3 E2|protein-coding	-2.0793762069246298	0.000474179071034938	7.6120008967127095
NM_011711	Fmnl3|2700073B04Rik|FBP11|Wbp3|mKIAA2014|-|15|15 F3|protein-coding	-2.0770969238684	0.0005917288746604349	5.51774620840102
NM_175098	Ccdc126|6330407D12Rik|AA675040|AI465320|AL022711|-|6 B2.3|6|protein-coding	-2.07708601094125	0.000926049146246373	4.11594917912789
NM_011299	Rps6ka2|90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk|-|17 F4|17 4.7 cM|protein-coding	-2.06695987935617	0.00295335413100459	2.3125316167250096
NM_029658	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	-2.0652918991068	0.000531953805060045	7.48844859022312
NM_008681	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	-2.0638416868088	0.00147142656038524	3.2977418121661204
NM_001146351	Ephb6|Cekl|Mep|-|6 B2.1|6|protein-coding	-2.0567439749969	0.0011796351072288198	3.71785160367225
NM_001290715	Bai2|-|RP23-198O15.5|4 D2.2|4|protein-coding	-2.0386687852916796	0.0032126746208541103	2.4932020630439102
NM_010806	Mllt4|5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|S-afadin|-|17 A2|17|protein-coding	-2.03648910119819	0.0021779640884874397	3.03712163454744
NM_001038703	Gpr146|BC003323|PGR8|-|5|5 G1|protein-coding	-2.03299993903624	0.000736570379346496	6.63530978316682
NM_011854	Oasl2|M1204|Mmu-OASL|Oasl|-|5 F|5|protein-coding	-2.01588652767999	0.00136785393210691	4.22557182906471
NM_001033217	Prickle1|1110058P22Rik|AW215793|Prickle|b2b019Clo|mpk1|-|15 E3|15|protein-coding	-2.00926466280968	0.0042339751870323	2.37205012275172
NM_018830	Asah2|AI585898|-|19|19 C3|protein-coding	-2.00858229033599	0.00605498228967072	2.11334407115186
NM_026900	Zfp580|1500015O20Rik|AI838225|Znf580|-|7 A1|7|protein-coding	-2.0060422314515303	0.0046422762830379	2.26446444999381
NM_008227	Hcn3|BCNG-4|Bcng4|Hac3|Hcn4|-|3|3 F2|protein-coding	-2.00532876756722	0.00172878197158977	3.69040898518108
NM_008621	Mpp1|55kDa|C130070C03Rik|p55|RP23-62O13.2|X A7.3|X 38.15 cM|protein-coding	-2.00369015335245	0.00100529954162759	5.79994381602451
NM_153168	Lars2|AI035546|Kiaa0028|LEURS|-|9 F|9 73.92 cM|protein-coding	-2.00019075348554	0.000945862041676843	6.7072962287702795
NM_029584	Zfp773|2810409K11Rik|-|7 A1|7|protein-coding	-1.9905818108206998	0.0051421835334876705	2.2155580826457597
NM_001114386	Nedd4l|1300012C07Rik|Nedd4-2|Nedd4b|-|18 E1|18|protein-coding	-1.97339188594605	0.00141048431924406	5.05571772271235
NM_145711	Tox|1700007F02Rik|RP23-395P16.1|4 A1|4|protein-coding	-1.95384127253329	0.0013686542738400099	6.48760129790578
NM_008116	Ggt1|CD224|GGT|GGT 1|GGT-1|Ggtp|dwg|-|10 C1|10|protein-coding	-1.92866637132304	0.00183370508106569	5.426695607624331
NM_172945	Ankrd13b|AW124583|B930093C12Rik|RP23-81E16.2|11 B5|11|protein-coding	-1.92804598499574	0.0027258269506604802	3.97619085122029
NM_029627	Ly6k|2410015A16Rik|3110035B01Rik|mLy-6K|-|-|protein-coding	-1.92300682096239	0.0070499499757294	2.3705841728787203
NM_001163471	Hectd2|4921524L07|A630025O09Rik|AW212605|-|19 C2|19|protein-coding	-1.91450448006181	0.00312765654665022	3.65866850362343
NR_027640	Ralgps2|1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161|-|1 H1|1|protein-coding	-1.89205099260906	0.00268113763724427	4.69466744619116
NM_026405	Rab32|2810011A17Rik|AU022057|-|10 A1|10|protein-coding	-1.8863188774101103	0.0077315484008774	2.6330741027812596
NM_019547	Rbm38|Rnpc1|Seb4|Seb4l|RP23-368M21.3|2 H3|2|protein-coding	-1.8820144643647798	0.00208310825017492	8.738465080649249
NM_007723	Cnga1|Cncg|-|5 C3.2|5 38.44 cM|protein-coding	-1.8764408992163601	0.0036380373180911205	4.13405331417804
NM_009155	Sepp1|AU018766|D15Ucla1|Se-P|selp|-|15 A1|15 1.84 cM|protein-coding	-1.86756465433503	0.00239499427838555	7.209466590853269
NM_011638	Tfrc|2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90|-|16 B3|16 23.06 cM|protein-coding	-1.85418521040055	0.00283554722320563	6.26388870738924
NM_010119	Ehd1|AA409636|Past1|RME-1|-|19 A|19 4.4 cM|protein-coding	-1.84889827695654	0.0027258269506604802	7.3581068128004405
NM_007623	Cbx2|M33|MOD2|pc|RP23-458A23.7|11 E2|11 83.33 cM|protein-coding	-1.8484395047332	0.00439613471553327	4.045847732148021
NM_009911	Cxcr4|CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo|-|1 E4|1 56.43 cM|protein-coding	-1.8438461935775399	0.00274600770023967	8.67255311064011
NM_008331	Ifit1|ISG56|Ifi56|P56|-|19 C1|19|protein-coding	-1.84271750769523	0.00330090217208554	5.33960316201427
NM_013685	Tcf4|5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19|-|18 E2|18|protein-coding	-1.8287703514104099	0.00568399477356202	3.6810423850890803
NR_033133	Plscr3|2210403O21Rik|2610037N06Rik|ESTM3|X83310|RP23-422L16.10-001|11 B3|11 42.9 cM|protein-coding	-1.82049837812606	0.00465230365206706	4.48518780529826
NM_001198914	Myb|AI550390|M16449|c-myb|-|10 A3|10 9.75 cM|protein-coding	-1.81908766757292	0.00529481505216883	3.98372183632619
NM_020583	Isg20|1600023I01Rik|2010107M23Rik|20kDa|DnaQL|HEM45|-|7 D3|7|protein-coding	-1.8171404723242102	0.00615951102779859	3.5562979772859196
NM_010389	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	-1.8142980423752	0.0038694992713021103	5.7029137762351905
NM_033524	Spred1|5730461F13Rik|AL024345|AW047647|RP23-224B9.2|2 E5|2|protein-coding	-1.8112507359342	0.005380773318268479	4.19042814861375
NM_022327	Ralb|5730472O18Rik|-|1|1 E2|protein-coding	-1.8110343971581	0.00845042564391676	3.00465522847224
NM_001039723	Tmem120b|-|-|5 F|5|protein-coding	-1.80650092186838	0.00991814984197322	2.9412742470186095
NM_177603	Frat2|-|-|19 C3|19 35.33 cM|protein-coding	-1.8029436676675201	0.00415822496253791	5.96330333845144
NM_152804	Plk2|Snk|-|13|13 D2.1|protein-coding	-1.79777920252716	0.009075760905208759	3.01389553863261
NM_173011	Idh2|E430004F23|IDPm|Idh-2|-|7 D3|7 45.43 cM|protein-coding	-1.78576901908482	0.00443263250971438	6.3689607841672995
NM_010703	Lef1|3000002B05|AI451430|Lef-1|-|3 G3|3 60.78 cM|protein-coding	-1.7703157622368797	0.0045505597419255705	8.55864966804383
NM_021384	Rsad2|2510004L01Rik|Vig1|cig5|-|12|12 A3|protein-coding	-1.7687235533764898	0.0071971222383119095	4.199981462709641
NM_011136	Pou2af1|BOB.1|Bob-1|Bob1|OBF-1|OBF.1|OCA-B|OCAB|-|9 A5.3|9|protein-coding	-1.75994238275229	0.0089834278467725	3.57772372884986
NM_008539	Smad1|AI528653|Madh1|Madr1|Mlp1|MusMLP|-|8 C2|8|protein-coding	-1.75450575296807	0.00698471293531219	4.65587035927887
NM_174995	Mgst2|GST2|MGST-II|-|3 C|3|protein-coding	-1.74772777904257	0.0075666829444518595	4.32685011334552
NM_205823	Tlr12|Gm1365|Tlr11|RP23-392K10.4|4 D2.2|4|protein-coding	-1.7348681182511698	0.00726019340786288	5.0622417135212805
NM_029803	Ifi27l2a|2310061N23Rik|Ifi27|Isg12|Isg12(b1)|-|12 E|12|protein-coding	-1.7164767282301399	0.007162310791962591	6.39402148660035
NM_001164806	Bend4|D330027G24Rik|EG666938|-|5 C3.1|5|protein-coding	-1.69438795865888	0.00900009962372863	5.357045293216389
NM_008409	Itm2a|AW108051|Bricd2a|E25|Itm2|RP23-138F13.6|X|X A2-A3|protein-coding	-1.6920232974453602	0.00939971020884158	5.1670997012716295
NM_001199265	Epb4.1l2|4.1G|AW555191|D10Ertd398e|Epb41l2|NBL2|-|10 A4|10 12.26 cM|protein-coding	-1.68611855475652	0.009344004245197041	5.51716035961496
NM_001109661	Bach2|E030004N02Rik|RP23-24E11.2|4 A4|4|protein-coding	-1.68395279968461	0.00890291195602035	6.395562008928519
NM_008741	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	-1.67300808907316	0.00891662326607035	8.03887611094707
