Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_029658	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	2.87052131426054	4.68404738556102e-07	7.34861558794809
NM_178638	Tmem108|AI462967|B130017P16Rik|R74726|-|9 F1|9|protein-coding	2.82582356884327	5.93916667077501e-05	2.56237159573676
NM_011820	Ggt5|AI551243|GGL|GGT-REL|Ggtla1|-|10 C1|10|protein-coding	2.81108823317873	5.19789270711931e-06	4.1382147259990605
NM_008206	H2-Oa|H-2Oa|-|17 B1|17 17.98 cM|protein-coding	2.8014680047260803	7.83547949439882e-06	3.8152101665648104
NM_008741	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	2.7979529629241697	8.959404216768191e-07	7.82273559746855
NM_183024	Raver2|A430091O22Rik|RP23-336G7.1|4 C6|4|protein-coding	2.75420562881113	9.11160381337235e-06	4.00189158692067
NM_009384	Tiam1|AI847750|D16Ium10|D16Ium10e|-|16 C3-4|16 51.5 cM|protein-coding	2.74676707990852	0.00012115389539964199	2.57876922709191
NM_010577	Itga5|Cd49e|Fnra|VLA5|-|15 F3|15 58.9 cM|protein-coding	2.74524694488678	0.000303613682837401	2.21179598062962
NM_007561	Bmpr2|2610024H22Rik|AL117858|AW546137|BB189135|BMP-2|BMPR-2|BMPR-II|BMPRII|BRK-3|Gm20272|-|1 C1.3|1|protein-coding	2.7443644573724	0.00011487832819646899	2.4937499661752596
NM_001204166	Rapgef4|1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040|RP23-386I18.1|2 C3|2|protein-coding	2.73176648032797	2.9190929000496203e-06	5.614830370780999
NR_033133	Plscr3|2210403O21Rik|2610037N06Rik|ESTM3|X83310|RP23-422L16.10-001|11 B3|11 42.9 cM|protein-coding	2.71021522974254	8.017657815654829e-06	4.33293479114809
NM_027990	Lypd6b|2310010M24Rik|AW049525|RP23-190C17.1|2 C1.1|2|protein-coding	2.69958837644477	5.9886897929242995e-06	4.87658299988793
NM_028375	Cxx1c|2900027G03Rik|Mar8.1|Mart8a|RP23-479D16.1|X A5|X|protein-coding	2.65740942251574	0.00024693115981772	2.5039626358133797
NM_026900	Zfp580|1500015O20Rik|AI838225|Znf580|-|7 A1|7|protein-coding	2.6287591178544303	0.000504068915424751	2.21552790524939
NM_001163471	Hectd2|4921524L07|A630025O09Rik|AW212605|-|19 C2|19|protein-coding	2.62066852247936	4.21967610150202e-05	3.5517041659753703
NM_025427	Rgcc|1190002H23Rik|Rgc-32|Rgc32|-|14 D3|14|protein-coding	2.6174748666063903	8.37816798703862e-06	5.535767705449059
NM_026405	Rab32|2810011A17Rik|AU022057|-|10 A1|10|protein-coding	2.61670320505563	0.000254467698938227	2.54838143421112
NM_175136	Rnf122|1110063C11Rik|-|8 A3|8|protein-coding	2.61316303301196	2.8613114452124297e-05	3.851418234035
NM_008883	Plxna3|PlexA3|Plxa3|Plxn3|Plxn4|SEX|mKIAA4078|RP23-436K3.11-001|X B-C1|X 38.0 cM|protein-coding	2.6089591827811	0.000155501492315065	2.81808530493047
NM_207652	Tsc22d1|AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22|-|14 D3|14 40.44 cM|protein-coding	2.6047172786674397	2.06701551613367e-05	4.24299442577371
NM_026139	Armcx2|3230401N03Rik|AI043003|ALEX2|-|X E3|X|protein-coding	2.59992737677373	1.4890610099531301e-05	4.822673960755941
NM_010568	Insr|4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B|-|8 A1.1|8 1.82 cM|protein-coding	2.5933427024975697	1.4409279957545499e-05	4.93590010288292
NM_007395	Acvr1b|6820432J04|ActR-IB|ActRIB|Acvrlk4|Alk4|SKR2|-|15 F2|15 56.48 cM|protein-coding	2.5873072335861402	1.32019273322645e-05	5.214569122631111
NM_175482	Usp28|9830148O20Rik|AU022237|mKIAA1515|-|9 A5.3|9|protein-coding	2.58409066962718	8.410393810594231e-06	6.3232035545958
NM_009984	Ctsl|1190035F06Rik|Ctsl1|MEP|fs|nkt|-|13 B3|13 33.26 cM|protein-coding	2.57219695439694	8.10165498609558e-05	3.3507731648791803
NM_134160	Mcoln3|6720490O21Rik|TRPML3|Va|-|3 H2|3 71.03 cM|protein-coding	2.54029670638556	0.00024963084472146897	2.76097412287921
NR_037590	Wls|5031439A09Rik|AI173978|AI987742|Gpr177|-|3 H4|3|protein-coding	2.5290455198427404	2.8796555466334302e-05	4.66657014855042
NM_020275	Tnfrsf10b|DR5|KILLER|Ly98|MK|TRAILR2|TRICK2A|TRICK2B|TRICKB|-|14 D2|14|protein-coding	2.52137682925771	0.000322243542436431	2.6140569282197004
NM_010286	Tsc22d3|DIP|Dsip1|Gilz|TSC-22R|Tilz3|RP23-440B21.1|X F1|X|protein-coding	2.48922593302591	1.4609877756799899e-05	8.63715780984486
NM_020589	Zfp467|1190001I08Rik|AB041616|AI426952|AV017623|EZI|Znf467|MNCb-3350|6 B2.3|6|protein-coding	2.4872623695720097	0.00132791841197074	2.09935952412882
NM_001206367	Gsn|ADF|RP23-186B18.2|2 B|2 23.5 cM|protein-coding	2.4835432764861	1.9797511170907103e-05	6.51756735551337
NM_001244916	Sall2|AI225809|AW559097|Msal-2|Sal-2|mKIAA0360|p150(Sal2)|-|14|14 B-C1|protein-coding	2.47723130599978	0.000376281011669539	2.8290117196558797
NM_001177464	Zfp516|C330029B10Rik|D230016L03|Zfp26l|Znf516|mKIAA0222|-|18 E3|18|protein-coding	2.45843274789945	0.000384886409127617	2.86999235962582
NR_027640	Ralgps2|1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161|-|1 H1|1|protein-coding	2.4577727325172902	5.49665333742526e-05	4.58997244449622
NM_022030	Sv2a|AI746429|mKIAA0736|-|3|3 F2|protein-coding	2.41963463834944	0.000741231588712038	2.59756183529252
NM_010657	Hivep3|2900056N03Rik|A130075N07|AI848000|E030045D18Rik|KBP-1|KBP1|Krc|Rc|Schnurri-3|Shn3|Zas3|RP23-98J9.1|4|4 D1|protein-coding	2.41963463834944	0.000741231588712038	2.59756183529252
NM_007483	Rhob|AA017882|Arh6|Arhb|-|12 A1.1|12|protein-coding	2.41840199041609	3.75422458206445e-05	6.144419376243929
NM_080461	Zfp358|Zfend|-|8 A1.1|8 1.92 cM|protein-coding	2.41756584486759	9.76382171563543e-05	4.2185978519390295
NM_134156	Actn1|3110023F10Rik|Actn1a|-|12 C3|12 36.49 cM|protein-coding	2.41167141085162	2.8930421064070196e-05	8.96818129599135
NM_019823	Cyp2d22|2D22|-|15 E2|15|protein-coding	2.4013201027886297	0.0015055721395511401	2.29325232337253
NM_001146351	Ephb6|Cekl|Mep|-|6 B2.1|6|protein-coding	2.3956517856267	0.000174314399541119	3.66946765639329
NM_010162	Ext1|AA409028|-|15 C|15 20.0 cM|protein-coding	2.38171880392322	8.414494999922241e-05	4.8674421736587
NM_011809	Ets2|AU022856|Ets-2|-|16 C3-qter|16 56.64 cM|protein-coding	2.37617664796682	6.89561252485199e-05	5.31274694879088
NM_133220	Sgk3|2510015P22Rik|A330005P07Rik|Cisk|fy|fz|-|1 A2|1 2.08 cM|protein-coding	2.3705158732663905	0.000103807899143172	4.69031685949944
NM_178679	Zfp365|AI839779|AV340892|DBZ|Su48|Znf365|talanin|-|10 B5.1|10|protein-coding	2.3512589259220498	0.00020640617286815	3.9595600826257003
NM_001163833	Msl3l2|1700060H10Rik|-|10 B3|10|protein-coding	2.34016465580771	0.000662069268337686	2.97883593391981
NM_144551	Trib2|AW319517|TRB-2|TRB2|-|12 A1.1|12|protein-coding	2.32361725968098	7.38840410630592e-05	6.86454530741343
NM_172904	Fsd2|9830160G03Rik|Spryd1|-|7 D3|7|protein-coding	2.31854240387834	0.00248252901059852	2.1439173531107
NR_045384	5830416I19Rik|-|-|5 C3|5|ncRNA	2.29386618732731	0.0037704849841972703	2.0366343153118898
NM_025449	Nicn1|1500032A17Rik|-|9 F2|9|protein-coding	2.28343320036563	0.00171888919914685	2.4201448858956
NM_009911	Cxcr4|CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo|-|1 E4|1 56.43 cM|protein-coding	2.27331573494118	9.73571606388912e-05	8.57190965495475
NM_023320	Plekho1|2810052M02Rik|CKIP-1|Ckip1|JZA-20|Jza2|-|3|3 F2|protein-coding	2.27296510790225	0.00023054701602928302	4.56454324890471
NM_001297596	Inpp4b|E130107I17Rik|-|8 C2|8 39.02 cM|protein-coding	2.2548079764714704	0.000122539831293338	7.45358885229746
NM_001081337	Sipa1l2|BC058408|mKIAA1389|-|8 E2|8|protein-coding	2.23028310151176	0.000293290008717877	4.618527726212389
NM_133942	Plekha1|AA960558|C920009D07Rik|TAPP1|-|7 F3|7|protein-coding	2.2275971560213597	0.000203042648625352	5.656212482529991
NM_001284393	Gngt2|AV096488|RP23-151M22.5|11 D|11 59.01 cM|protein-coding	2.22740082532618	0.00238675834141076	2.5059722057545804
NM_008668	Nab2|AI451907|-|10 D3|10 74.6 cM|protein-coding	2.2254471586477003	0.000206262611185403	5.78787693073216
NM_021540	Rnf130|G1RZFP|G1rp|GOLIATH|GP|RP23-319B15.1|11|11 B1.2|protein-coding	2.2216161264224303	0.0003432065282968	4.49158300972236
NM_028270	Aldh1b1|2700007F14Rik|RP23-358I3.2|4|4 B2|protein-coding	2.21859698332011	0.000849009222875747	3.42989662451513
NM_009926	Col11a2|-|RP23-222K15.2|17 B1|17 17.98 cM|protein-coding	2.2139703746562596	0.000728511315507054	3.58060358125666
NM_001114386	Nedd4l|1300012C07Rik|Nedd4-2|Nedd4b|-|18 E1|18|protein-coding	2.21305455621683	0.000293425349669916	5.00372038114508
NM_018786	Prpf40b|2610317D23Rik|Hypc|-|15|15 F3|protein-coding	2.2009534776322996	0.00298982325902375	2.48483258607292
NM_001146060	Als2cl|79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018|-|9 F3|9 60.79 cM|protein-coding	2.1812745321952702	0.000207065003429339	8.678922254182709
NM_008635	Map7|E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste|-|10 A3|10 9.75 cM|protein-coding	2.17637802625415	0.000405988897826667	4.77553118174629
NM_007908	Eef2k|C86191|eEF-2K|-|7|7 F3|protein-coding	2.16323511403634	0.0005232716272608691	4.53489972768265
NM_027394	Ube2cbp|2610018I03Rik|Ube3d|-|9|9 E3.2|protein-coding	2.16079058462387	0.00594647634055735	2.17841342797535
NM_177386	Sfmbt2|D2Wsu23e|D330030P06Rik|RP23-6M16.3-01|2 A1|2 7.81 cM|protein-coding	2.14173916680051	0.0019292494419803	3.0398697297228803
NM_010389	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	2.1401072382321398	0.000408019727460002	5.62613597894453
NM_029627	Ly6k|2410015A16Rik|3110035B01Rik|mLy-6K|-|-|protein-coding	2.13750101447754	0.00525544106819099	2.37059058275337
NM_008210	H3f3a|H3.3A|-|1|1 D2.3|protein-coding	2.12957883962899	0.00229801713226763	2.98860882353435
NM_001038703	Gpr146|BC003323|PGR8|-|5|5 G1|protein-coding	2.11932260024947	0.000402929140970304	6.604297112983401
NM_205823	Tlr12|Gm1365|Tlr11|RP23-392K10.4|4 D2.2|4|protein-coding	2.1137369827931	0.000616805161474065	4.97651110261831
NM_009450	Tubb2a|M(beta)2|Tubb2|-|13 A3.3|13 14.03 cM|protein-coding	2.10059344758589	0.00143178289453048	3.68091543422179
NM_025693	Tmem41a|2900010K02Rik|5730578N08Rik|-|16 B1|16|protein-coding	2.08894692344453	0.00305606881736308	2.86942679613678
NM_001081205	Nipal1|3830408G10Rik|Npal1|-|5 C3.2|5|protein-coding	2.08655986100965	0.0022619841058882802	3.3239121206824906
NM_001202500	Armcx4|AI448196|Gm195|RP23-26D22.8|X E3|X|protein-coding	2.06702201695717	0.00533610208442823	2.49835683985365
NM_025846	Rras2|2610016H24Rik|C86394|TC21|-|7 F2|7|protein-coding	2.06615596187573	0.000623801534164526	6.40305597589864
NM_001276445	Tlr1|-|-|5 C3.1|5 33.53 cM|protein-coding	2.05832354529001	0.000670412596687978	6.25296319784832
NM_001162932	Rmi2|A630055G03Rik|Gm537|Gm929|-|16 A1|16|protein-coding	2.0534662651971	0.0026383680251653103	3.32983142071927
NM_009441	Ttc3|2610202A04Rik|AA409221|D16Ium21|D16Ium21e|TPRD|mKIAA4119|-|16 C3.3-4|16 55.18 cM|protein-coding	2.0442960380713098	0.000708427448346554	6.63609216649481
NM_178220	Arrb1|1200006I17Rik|AW208571|G430100A01Rik|-|7 E2|7 54.09 cM|protein-coding	2.03266788078842	0.0008520746925467951	6.100522743313429
NM_010386	H2-DMa|H-2Ma|H2-Ma|-|17 B1|17 17.98 cM|protein-coding	2.0291004287013603	0.00133736923037535	4.55331245281254
NM_011482	Nhp2l1|FA-1|Fta1|Ssfa1|-|15 E1|15 38.38 cM|protein-coding	2.02609403509727	0.004654991021818079	2.9066556055263595
NM_020286	Tspan32|AW208513|Art-1|BB235973|D7Wsu37e|Phemx|Tssc6|-|7 F5|7 88.09 cM|protein-coding	2.02143468009836	0.0009528284189669231	5.756320981768759
NM_008331	Ifit1|ISG56|Ifi56|P56|-|19 C1|19|protein-coding	2.01973263003149	0.0010709155352218401	5.2937059683424
NM_011657	Tulp3|2310022L06Rik|AI316887|-|6 F3|6 62.96 cM|protein-coding	2.00333580362353	0.00213958796055547	3.92361036896802
NM_001272052	Ada|-|RP23-144O20.2|2 H3|2 84.44 cM|protein-coding	1.99727330256488	0.00549625511552898	2.79722861400356
NM_199195	Bckdhb|-|-|9 E2|9|protein-coding	1.99649766586181	0.00505928516095055	2.92492375170409
NM_033524	Spred1|5730461F13Rik|AL024345|AW047647|RP23-224B9.2|2 E5|2|protein-coding	1.98624081879368	0.00221705341907018	4.1545250316051
NM_172945	Ankrd13b|AW124583|B930093C12Rik|RP23-81E16.2|11 B5|11|protein-coding	1.98382488634949	0.0024456355772448	3.96838638900792
NM_173036	Gpr97|A030001G24Rik|AW214383|Pb1|Pb99|-|8 D1|8|protein-coding	1.9831487819189	0.0056458690294115795	2.91446871751453
NM_001081324	Neto2|5530601C23Rik|AI854825|BTCL2|-|8|8 C4|protein-coding	1.97859833328805	0.00856264193775034	2.53941687362155
NM_001003950	Rab3ip|B230311A06|Gtpat12|Rabin3|-|10 D2|10 64.96 cM|protein-coding	1.96992482441541	0.00147251144039051	5.496290878268661
NM_001033217	Prickle1|1110058P22Rik|AW215793|Prickle|b2b019Clo|mpk1|-|15 E3|15|protein-coding	1.9650247306830901	0.009376777600496891	2.4186891640616204
NM_178061	Mob3b|8430436F23Rik|A430018A01Rik|Mobkl2b|RP23-454N16.6|4 A5|4 16.86 cM|protein-coding	1.9492259885623797	0.00687532132782591	2.8879845898538306
NM_001254745	E030030I06Rik|-|-|10 A3|10|protein-coding	1.9477584646090902	0.00907240825520256	2.66623893161101
NM_153550	Dirc2|RCC4|-|16 B3|16|protein-coding	1.9205391127311497	0.00196738249125882	5.94545920473185
NM_133891	Slc44a1|2210409B22Rik|4833416H08Rik|AW547365|CHTL1|CTL1|Cdw92|RP23-20E10.4|4 B2|4|protein-coding	1.90883887288226	0.00450977196224668	3.74304153672866
NM_027482	5730508B09Rik|2700063A17Rik|C80506|-|3|3 H1|protein-coding	1.89585155804721	0.00245667881374674	5.60957688544937
NM_022019	Dusp10|2610306G15Rik|AI158871|MKP-5|MKP5|-|1|1 H5|protein-coding	1.89553596257572	0.00220119600685398	6.274819511313599
NM_001177560	Gng12|2010305F15Rik|AA536815|AI115529|AI314170|AI842738|-|6 C1|6 30.68 cM|protein-coding	1.89323374113788	0.00963188615651218	2.84453930859582
NM_023326	Bmyc|2900002K07Rik|AW060705|Mycb|RP23-225D24.2|2 A3|2|protein-coding	1.87979773361471	0.009728026669016409	2.8744597786800896
NM_001199265	Epb4.1l2|4.1G|AW555191|D10Ertd398e|Epb41l2|NBL2|-|10 A4|10 12.26 cM|protein-coding	1.8776206159891697	0.00291882157717342	5.463496088641761
NM_001145164	Tgtp2|OTTMUSG00000005537|-|11 B1.2|11|protein-coding	1.8546188049647099	0.00493633286522495	4.24512871530983
NM_028127	Frmd6|2610019M19Rik|4930488L10Rik|AW212977|-|12 C2-C3|12|protein-coding	1.85137684250722	0.00652614238093154	3.69836342845874
NM_001146048	Lrrc1|A430093J20Rik|AU016091|D030059I21|mKIAA4018|-|9 D-E1|9|protein-coding	1.84321156637216	0.00596899307010716	4.04251982928099
NM_025877	Slc25a23|2310067G05Rik|SCaMC-3|-|17 D|17|protein-coding	1.8398429651819097	0.0043527617752471	4.81094573788741
NM_009847	Cd2ap|AL024079|C78928|METS-1|Mets1|-|17 B3|17|protein-coding	1.83958287166001	0.00342188671914643	5.8771497061729905
NM_009155	Sepp1|AU018766|D15Ucla1|Se-P|selp|-|15 A1|15 1.84 cM|protein-coding	1.83020963275327	0.00317930983968775	7.20155898317008
NM_173011	Idh2|E430004F23|IDPm|Idh-2|-|7 D3|7 45.43 cM|protein-coding	1.81792808557322	0.00377947882610493	6.34764019602141
NM_011711	Fmnl3|2700073B04Rik|FBP11|Wbp3|mKIAA2014|-|15|15 F3|protein-coding	1.81730747010246	0.0043217879480824395	5.56017880847762
NM_001289740	Mturn|2410066E13Rik|AI448550|B230212L03Rik|-|6 B3|6|protein-coding	1.80227109206691	0.0043527617752471	6.19059134407448
NM_001164220	Trim13|3110001L12Rik|CAR|LEU5|RNF77|Rfp2|-|14 D1|14|protein-coding	1.79743370862529	0.0088931064425231	3.67863444664154
NM_008621	Mpp1|55kDa|C130070C03Rik|p55|RP23-62O13.2|X A7.3|X 38.15 cM|protein-coding	1.7938710245059601	0.00475979362450324	5.8319453467959
NM_011629	Nr2c1|4831444H07Rik|80.3|Eenr|TR2|Tr2-11|-|10 C2|10 48.81 cM|protein-coding	1.7886227173678602	0.0084907155540685	3.94759141684835
NM_010017	Dag1|D9Wsu13e|DG|Dp427|Dp71|-|9 F2|9 59.08 cM|protein-coding	1.78506001723237	0.00568696795012476	5.28942972395826
NM_145927	Fntb|2010013E13Rik|AA409500|-|12 C3|12 33.73 cM|protein-coding	1.78060532006964	0.00559529358899439	5.50777761998637
NM_019547	Rbm38|Rnpc1|Seb4|Seb4l|RP23-368M21.3|2 H3|2|protein-coding	1.7791270761779199	0.0043527617752471	8.74344463704237
NM_133786	Smc4|2500002A22Rik|C79747|SMC-4|Smc4l1|-|3|3 E2|protein-coding	1.77822798788533	0.00446828126148146	7.65800539458501
NM_008227	Hcn3|BCNG-4|Bcng4|Hac3|Hcn4|-|3|3 F2|protein-coding	1.77394042178015	0.009997543314931641	3.7449215659052
NM_145711	Tox|1700007F02Rik|RP23-395P16.1|4 A1|4|protein-coding	1.77287259324565	0.00505928516095055	6.5119755453282
NM_001128146	5830411N06Rik|Scart2|-|7 F4|7|protein-coding	1.77205995908531	0.00667339901474648	4.75852173090436
NM_007941	Stx2|AW538950|Epim|G1-536-1|Syn-2|repro34|-|5 G1.3|5 67.99 cM|protein-coding	1.75828963341412	0.00598204301945215	5.930158895237629
NM_008116	Ggt1|CD224|GGT|GGT 1|GGT-1|Ggtp|dwg|-|10 C1|10|protein-coding	1.75754139844264	0.00634499860801191	5.453263048787299
NM_025943	Dzip1|2510025K24Rik|2810422M04Rik|mKIAA0996|-|14 E4|14|protein-coding	1.75031400194081	0.006315224883317879	5.954893379065091
NM_177715	Kctd12|AU046135|AW538430|Pfet1|Pfetin|-|14 E2.3|14|protein-coding	1.7404610823728202	0.00818728545128023	4.92363768660248
NM_010723	Lmo4|A730077C12Rik|Crp3|Etohi4|-|3 H2|3 68.61 cM|protein-coding	1.7361087337726298	0.00735330182207403	5.538561271771539
NM_025359	Tspan13|1100001I23Rik|NET-6|Tm4sf13|RP23-282B14.3|12|12 B2|protein-coding	1.72746967127477	0.00661694901712257	6.79615965755226
NM_001109661	Bach2|E030004N02Rik|RP23-24E11.2|4 A4|4|protein-coding	1.70794316438391	0.00782462007471318	6.37549671074409
NM_021460	Lipa|AA960673|Lal|Lip-1|Lip1|-|19 C1|19|protein-coding	1.70350410130341	0.007671341134312491	6.939244065721019
NM_001177871	Filip1l|4631422O05Rik|Doc1|-|16 C1.1|16|protein-coding	1.69337958585152	0.00907240825520256	5.86700122692433
NM_010703	Lef1|3000002B05|AI451430|Lef-1|-|3 G3|3 60.78 cM|protein-coding	1.68606521334836	0.00810322380638181	8.56065806678094
