Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_011352	Sema7a|2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal|-|9|9 A3.3-B|protein-coding	-6.35136461086339	7.48568745423506e-18	3.54384088677666
NM_026410	Cdca5|2610036L13Rik|AL024086|AW536684|C85404|-|19 A|19|protein-coding	-6.34587912504007	9.202461761701869e-23	5.5712588624777695
NM_007646	Cd38|ADPRC 1|Cd38-rs1|-|5 B3|5 23.85 cM|protein-coding	-6.31766526397425	1.13278435850682e-17	3.5108861044797903
NM_027975	Fam83d|2310007D09Rik|BB104611|RP23-119H5.1|2 H1|2|protein-coding	-6.31082989394663	1.2275265287827099e-17	3.5042038136024303
NM_007765	Crmp1|CRMP-1|DRP-1|Dpysl1|ULIP-3|Ulip3|-|5 B3|5 19.96 cM|protein-coding	-6.24145292755278	6.88817904466851e-21	4.78401813092538
NM_010730	Anxa1|Anx-1|Anx-A1|C430014K04Rik|Lpc-1|Lpc1|-|19 B|19 13.83 cM|protein-coding	-6.23968623765625	1.96330378956062e-22	5.77244429070452
NM_007585	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	-6.22995031414558	1.98974747900279e-24	8.2141577247419
NM_011234	Rad51|AV304093|Rad51a|Reca|RP23-15I21.4|2 F1|2 59.92 cM|protein-coding	-6.228821332533059	2.7754095012207096e-22	5.705557479667361
NM_001170867	Ncald|AI848120|D030020D09Rik|D15Ertd412e|-|15 B3.1|15 14.94 cM|protein-coding	-6.22477085021346	2.5108398684587896e-23	6.512686054346941
NM_011057	Pdgfb|PDGF-B|Sis|-|15 E|15 37.85 cM|protein-coding	-6.209294885245219	7.14406068514031e-18	3.65971557825489
NM_028481	Ccdc18|1700021E15Rik|4932411G06Rik|NY-SAR-41|-|5|5 E5|protein-coding	-6.204656345025951	9.387950247676402e-13	2.1512559952231203
NM_177372	Dna2|Dna2l|E130315B21Rik|-|10 B4|10|protein-coding	-6.203510254603651	1.95081697406188e-20	4.63290409296461
NM_026560	Cdca8|4831429J16Rik|AU044747|BOR|Borealin|D4Ertd421e|DasraB|MESRGP|RP23-168M5.8|4 D2.2|4 57.93 cM|protein-coding	-6.19868449695633	2.56121734175221e-23	6.61201859005357
NM_001163359	Fignl1|-|RP23-373H2.1|11|11 A2|protein-coding	-6.19741319095966	6.516095992629099e-22	5.55524428492972
NM_019976	Psrc1|5430413I02Rik|AL033312|Dda3|RP23-27B23.8|3 F3|3|protein-coding	-6.15025208815956	1.70125211085066e-12	2.0989612196133103
NR_000040	Tyms-ps|-|-|10 C1|10|pseudo	-6.122260755246769	2.29312261337079e-12	2.07208437224252
NM_144818	Ncaph|A730011O11Rik|Brrn1|HCAP-H|mKIAA0074|-|2 F1|2|protein-coding	-6.1162247668105305	8.440035529558459e-23	6.46963841677078
NM_053267	Selm|1500040L08Rik|A230103K18|Sepm|-|11 A1|11|protein-coding	-6.1128083091326495	2.29312261337079e-12	2.06301283525806
NM_001146325	Tigit|ENSMUSG00000071552|Vstm3|-|16 B4|16|protein-coding	-6.08973587935053	5.5105014602285704e-21	5.09890444455917
NM_001145801	Ctla2b|AW545568|Ctla-2b|-|13|13|protein-coding	-6.0783375676695295	1.28943035885482e-20	4.91962427356968
NM_009015	Rad54l|RAD54|RP23-383D12.1|4 D1|4|protein-coding	-6.056316121073401	2.5697888552345896e-20	4.80600878492433
NM_001290338	Zfand4|Anubl1|-|6|6 F1|protein-coding	-6.0363403196751	5.7523473812173e-17	3.4908550449056697
NM_009848	Entpd1|2610206B08Rik|AA408691|Cd39|NTPDase-1|-|19 C3|19 34.25 cM|protein-coding	-6.009131950691611	9.38911282534468e-19	4.18368362213411
NM_001256142	Fsbp|-|-|4|4 5.11 cM|protein-coding	-6.001179713878419	9.97671578323382e-14	2.4995515979626
NM_199007	Sgol2|1110007N04Rik|4932411A20Rik|5730576N04Rik|AU018846|AV008062|D1Ertd8e|Tripin|-|1 C1.3|1 28.86 cM|protein-coding	-5.99407394343166	1.3177892779191399e-20	5.08221701131742
NM_133762	Ncapg2|5830426I05Rik|Luzp5|Mtb|mCAP-G2|-|12 F2|12|protein-coding	-5.9850034505044105	2.14985246765224e-22	6.67373710754474
NM_029440	Wdr95|4930434E21Rik|-|5 G3|5|protein-coding	-5.97450265072928	3.808813271619729e-21	5.6178384315519105
NM_001284428	Smtn|smsmo|-|11|11 A2-A3|protein-coding	-5.96862127515642	3.8121122737509897e-19	4.40260318719108
NM_029971	Pmch|A230109K23Rik|-|10 C2|10 43.7 cM|protein-coding	-5.96592616588078	1.48520465568904e-13	2.46554354870824
NM_011267	Rgs16|Rgs14|Rgsr|-|1 G3|1 65.43 cM|protein-coding	-5.950637441128941	1.64757041635296e-16	3.40736275598616
NM_013602	Mt1|MT-I|Mt-1|-|8 C5|8 46.34 cM|protein-coding	-5.9445643020650305	5.141630531707059e-19	4.37905850978554
NM_001042421	Kntc1|D330012D13|-|5 F|5|protein-coding	-5.913695083651401	9.77083602987582e-21	5.506047276327861
NM_001015046	Rap1gap2|AU067654|Garnl4|Gm1561|mKIAA1039|RP23-20M18.15|11 B5|11|protein-coding	-5.90562608248237	9.202461761701869e-23	8.202107651362441
NM_001109657	Gas7|AW124766|B230343A10Rik|Gas7-cb|RP23-338M9.2|11 B3|11|protein-coding	-5.88669559449063	3.4552714428062003e-16	3.34515430404256
NM_007708	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	-5.83499805391098	8.18037024434077e-21	5.800877637640281
NM_011121	Plk1|Plk|STPK13|-|7 F3|7 65.52 cM|protein-coding	-5.82905095938753	3.1576385134904497e-21	6.187386896598969
NM_009855	Cd80|B71|Cd28l|Ly-53|Ly53|MIC17|TSA1|-|16 B5|16 26.86 cM|protein-coding	-5.819787812663961	7.61085701422783e-16	3.28014090255597
NM_029249	Parpbp|4930547N16Rik|AI503644|PARI|-|10 C2|10|protein-coding	-5.81011131775118	1.01121682413794e-19	4.97520195696034
NM_001093766	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	-5.80640458021127	1.0526064047033198e-19	4.9715737260198
NM_009773	Bub1b|AU045529|BUBR1|RP23-204G5.1|2 E5|2|protein-coding	-5.803495057290291	1.95888981021478e-21	6.544195767308249
NM_007669	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	-5.78278964118402	2.18287653776832e-18	4.3346186885505595
NM_008013	Fgl2|AI385601|musfiblp|-|5 A3|5 9.83 cM|protein-coding	-5.7812539237699605	3.87712331682397e-19	4.71500794635531
NM_027263	Apitd1|2610040C18Rik|2810407L01Rik|CENP-S|RP23-249G3.3|4 E2|4|protein-coding	-5.770618031963751	1.3826666791176601e-15	3.23241786185104
NM_001004140	Ckap2|AI461656|AW228814|LB1|-|8 A2|8|protein-coding	-5.76021153453364	8.16559458148482e-20	5.301574914608531
NM_212445	Kdelc2|2010004J24Rik|4833410J10Rik|AW549401|-|9 A5.3|9|protein-coding	-5.6947570494418205	1.7255945126771397e-13	2.59720014526146
NM_011337	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	-5.675220949382569	3.90820439780679e-20	5.7996090297115
NM_009860	Cdc25c|Cdc25|-|18 B1|18 18.71 cM|protein-coding	-5.6609040552084195	1.6887039316819103e-17	4.10210782891145
NM_146061	Prr5|AU043908|Arhgap8|C030017C09Rik|C78947|Protor-1|Protor1|-|15|15 E|protein-coding	-5.6423574707620405	4.985902379209019e-16	3.51121018991683
NM_011452	Serpinb9b|1600019A21Rik|R86|SPI-CI|Spi10|ovalbumin|RP23-391I11.4|13 A3.3|13 13.79 cM|protein-coding	-5.61328909567471	1.19298186348248e-16	3.7976206857620096
NM_145588	Kif22|AU021460|C81217|Kid|Kif22a|-|7 F3|7 69.29 cM|protein-coding	-5.60244687189822	2.2804456709416897e-20	6.37096719869556
NM_008226	Hcn2|BCNG2|HAC1|trls|-|10 C1|10|protein-coding	-5.59338455014446	9.45104694986508e-12	2.10805988513519
NM_001042653	Oip5|5730547N13Rik|Lint-25|Ms18b|RP23-22A15.3|2 E5|2|protein-coding	-5.57716009978642	3.4071809275256696e-15	3.2605743070689703
NM_011204	Ptpn13|AI324989|PTP-BL|PTPL1|Ptpri|RIP|-|5 E-F|5 50.43 cM|protein-coding	-5.548452689135019	1.64022211706183e-18	4.85572083776035
NM_009655	Alcam|AI853494|BEN|CD166|DM-GRASP|MuSC|SC1|-|16 B5|16|protein-coding	-5.5349825672675	4.37234158315889e-18	4.63326868933281
NM_008021	Foxm1|AA408308|AW554517|BB238854|Fkh16|Foxm1b|HFH-11B|MPHOSPH2|Mpm2|WIN|-|6 F3|6 62.98 cM|protein-coding	-5.4849057133072	5.79202343642058e-20	6.71624067872885
NM_008651	Mybl1|A-myb|G1-419-6|repro9|-|1 A2|1 2.08 cM|protein-coding	-5.483951738972619	5.61615347406521e-16	3.67208225447517
NM_023294	Ndc80|2610020P18Rik|AV139730|HEC|HEC1|Kntc2|-|17|17 E2|protein-coding	-5.480962125686691	3.9074521488751494e-18	4.78994618425926
NM_177855	Med12l|A130035F20|A630079M02|AU044581|TRALPUSH|-|3 D|3|protein-coding	-5.4679779685947	5.8229117978570396e-18	4.71085935299792
NM_023128	Palm|-|-|10 C1|10 39.72 cM|protein-coding	-5.46292605560442	2.07262863533677e-18	5.1675108208522404
NM_021302	Stk32c|PKE|Pkek|YANK3|MNCb-1563|7 F4|7|protein-coding	-5.44898441362867	4.26238102424271e-16	3.7729075220659705
NM_013652	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	-5.445097582885599	1.6529893389423099e-18	5.291140336679519
NM_009565	Zbtb7b|Thpok|Zfp67|c-Krox|-|3 A1-A2|3 39.09 cM|protein-coding	-5.401479240856499	6.2515801703329e-18	5.00537192896885
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	-5.397509002844501	6.07829043415085e-19	5.85602542761711
NM_008652	Mybl2|B-Myb|Bmyb|RP23-335N12.7|2 H2|2 84.0 cM|protein-coding	-5.374314456282691	1.5485717410049498e-17	4.81049423265445
NM_011207	Ptpn3|9530011I20Rik|PTP-H1|PTPCL|RP23-293N9.2|4 B3|4 31.66 cM|protein-coding	-5.30095448445384	1.6131683390086398e-12	2.52658588810692
NM_027667	Arhgap19|4933411B03Rik|AI120128|AW546831|mFLJ00368|-|19|19 D1|protein-coding	-5.27869271838089	7.459964955759779e-19	6.5655913624860505
NM_023223	Cdc20|2310042N09Rik|C87100|p55CDC|RP23-145E1.5|4 D2.1|4|protein-coding	-5.27123872378585	9.38911282534468e-19	6.47317631164552
NM_013820	Hk2|AI642394|HKII|-|6 C3|6 35.94 cM|protein-coding	-5.26046540858161	1.11892748116914e-17	5.23988393379243
NM_008982	Ptprj|AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1|RP24-113P16.2|2 E1-2|2 50.19 cM|protein-coding	-5.258557233854231	6.36725189020432e-18	5.464906548376371
NM_027014	Gins1|2810418N01Rik|Gins4|PSF1|mKIAA0186|RP23-193L22.1|2|2 H1|protein-coding	-5.25125296548865	2.4061608578663504e-15	3.7046970770302403
NM_007484	Rhoc|AI324259|Arh9|Arhc|-|3 F2.2|3|protein-coding	-5.247006658805151	2.31911482496784e-11	2.16875755863631
NM_025980	Nrarp|2700054M22Rik|RP23-132N23.2|2 A3|2|protein-coding	-5.209523059794231	2.6771989162992804e-17	5.10611060447824
NM_172301	Ccnb1|Ccnb1-rs1|Ccnb1-rs13|CycB1|Cycb-4|Cycb-5|Cycb1-rs1|-|13 D1|13 53.23 cM|protein-coding	-5.2052346930220095	4.548206106681509e-16	4.15461070885354
NM_001039556	Rad54b|E130016E03Rik|RP23-242O9.3|4 A1|4|protein-coding	-5.186454146655	5.259339044505821e-15	3.64215866132365
NM_172578	Mis18bp1|6720403H11|C79407|Knl2|mKIAA1903|-|12 C1|12|protein-coding	-5.17906218346966	3.43351811246618e-17	5.119325289749289
NM_001025779	Cdc6|CDC18L|RP23-333D2.2|11|11 D|protein-coding	-5.17115158064008	3.7798565189986295e-17	5.11165350735827
NM_025415	Cks2|1110038L14Rik|CKSHS2|-|13 A5|13|protein-coding	-5.16461106902597	5.6271704438233204e-11	2.0905627588416698
NM_178252	Arhgap33|AW324378|NOMA-GAP|Snx26|TCGAP|-|7 B1|7|protein-coding	-5.16156365314792	1.72804806024262e-16	4.66237441530809
NM_008495	Lgals1|AA410090|Gal-1|Galbp|L-14.5|L14|Lect14|galectin-1|-|15 E|15 37.7 cM|protein-coding	-5.14394262137502	5.775194128804979e-19	10.0350604355812
NM_026988	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	-5.13000758756134	5.4563212805757796e-18	6.35331104277233
NM_144553	Dlgap5|C77459|C86398|Dap-5|Dlg7|Hurp|mKIAA0008|-|14 C1|14 24.6 cM|protein-coding	-5.11454258150079	1.23670966632509e-17	5.82306027000153
NM_013753	Pald1|MMPAL|Pald|mKIAA1274|-|10 B4|10|protein-coding	-5.0826773281549595	1.40256253561444e-13	3.1366934728213502
NM_026282	Spc24|2410030K01Rik|AV109292|Spbc24|-|9 A3|9|protein-coding	-5.08091440794467	7.45913532124144e-17	5.18360594722763
NM_008716	Notch3|AW229011|N3|hpbk|-|17 B1|17 17.37 cM|protein-coding	-5.07551545080299	6.9370090454874715e-15	3.7535946136004705
NM_008798	Pdcd1|Ly101|PD-1|Pdc1|-|1 D|1|protein-coding	-5.0696901748925	8.011624380221539e-16	4.45442596645666
NM_025639	Cenpm|2610019I03Rik|AI853711|Pane1|-|15 E2|15|protein-coding	-5.05913208847298	2.64351381727532e-15	4.01352307690694
NM_177733	E2f2|9230110J10|E130207A07|RP23-118A9.2|4 D3|4|protein-coding	-5.05583326509235	4.22753553783303e-18	7.533164460184491
NM_183224	Fam19a3|7530404M11Rik|TAFA3|Tafa-3|-|3 F2.2|3|protein-coding	-5.055380934159	1.91708770076993e-13	3.1105307988380804
NM_134133	Smim3|2010002N04Rik|AI195350|AW561905|Nid67|cI-41|-|18 D3|18|protein-coding	-5.036990429387281	4.8858243789241895e-15	3.90601864114631
NM_030887	Jdp2|Jundm2|Jundp2|TIF|-|12|12 D3|protein-coding	-5.03678118260213	5.8982672827861704e-12	2.5267828735373996
NM_019429	Prss16|AI448615|TSSP|RP23-9O16.20-001|13 A3-A5|13 8.12 cM|protein-coding	-5.02840614372189	3.1401338184764496e-11	2.2670526338438903
NM_009694	Apobec2|Arp1|-|17 C|17 24.02 cM|protein-coding	-5.02784417863294	7.36700266464414e-17	5.406244207027839
NM_001033308	Themis2|ICB-1|RP23-442A20.5|4 D2.3|4|protein-coding	-5.0074994682524805	9.163260583040748e-16	4.569472249705809
NM_153094	Klrb1f|A630024B12Rik|Nkr-p1f|Nkrp1-f|Nkrp1f|-|6 F3|6|protein-coding	-5.00318755474957	4.1220647483502396e-11	2.24315776947896
NM_172449	Bzrap1|D230016K05|PRAX-1|mKIAA0612|RP23-449P23.4|11 C|11|protein-coding	-5.00244385140933	9.345396030674019e-17	5.41253294297253
NM_001301368	Cdkn2c|C77269|INK4c|p18|p18-INK4c|p18-INK6|p18INK4c|RP23-320F19.3|4 C7|4 51.32 cM|protein-coding	-4.99324203824703	8.602462094719251e-17	5.49243753289683
NM_001162884	Igsf10|6530405F15Rik|9030224D03|AA409708|AA536958|AI414626|Adlican2|CMF608|-|3 D|3|protein-coding	-4.9509018566944105	4.54979616809121e-12	2.6592348232818503
NM_153590	Klre1|Klre-1|NKG2I|-|6 F3|6|protein-coding	-4.950748499388929	1.5608169451867599e-12	2.8454378535918794
NM_025492	1700020L24Rik|-|RP23-249K18.3|11|11 B5|protein-coding	-4.945681693767099	6.93847446833017e-13	3.00559763174163
NM_009387	Tk1|D530002A18Rik|Tk-1|Tk1a|Tk1b|RP23-151N19.8|11 E1-E2|11 82.96 cM|protein-coding	-4.90958177005358	3.93965195860716e-16	5.1952388593563095
NM_010655	Kpna2|2410044B12Rik|IPOA1|PTAC58|Rch1|RP23-170A23.5|11 E1|11|protein-coding	-4.9049856361353	8.55707668639929e-14	3.4848480650877596
NM_029835	Ticrr|5730590G19Rik|BC028450|Lrrk1|-|7 D3|7|protein-coding	-4.8938360779531695	1.81063823728704e-16	5.63405414645874
NM_013733	Chaf1a|AL023013|AL024058|CAF-1|Cac1p|-|17|17 D|protein-coding	-4.890327193615559	1.7347353699139302e-16	5.67855190548753
NM_007634	Ccnf|CycF|Fbxo1|-|17 A3.3|17 12.32 cM|protein-coding	-4.870311703787411	1.95771558181183e-16	5.728208084594059
NM_007403	Adam8|CD156|CD156a|E430039A18Rik|MS2|-|7|7 F3-F5|protein-coding	-4.87001087116069	1.06489350402737e-15	4.94169918908276
NM_001045513	Raph1|9430025M21Rik|C730009O10Rik|Lpd|-|1 C2|1|protein-coding	-4.84326274724304	3.0510991752583898e-15	4.662680879256349
NM_175088	Mdfic|Kdt1|Mdfid|-|6 A1|6|protein-coding	-4.84023353074382	7.221428865842191e-16	5.22510877831787
NM_019641	Stmn1|19k|Lag|Lap18|Op18|P18|P19|Pig|Pp17|Pp18|Pp19|Pr22|Smn|-|4 D3|4 66.76 cM|protein-coding	-4.83232025715334	2.3606000606987903e-12	2.8975332389392996
NM_027411	Spdl1|1700018I02Rik|2600001J17Rik|2810049B11Rik|AA409762|Ccdc99|RP23-329D21.1|11|11 A5|protein-coding	-4.79867383535267	3.17690336828163e-14	3.9213966409637098
NM_021398	Slc43a3|Eeg1|SEEEG-1|RP23-232L15.1|2 E1|2|protein-coding	-4.79637066094895	7.221428865842191e-16	5.43929115094938
NM_010170	F2rl2|F730031A08|PAR3|-|13 D1|13 50.38 cM|protein-coding	-4.78937483393571	2.31958828927037e-14	4.18459395616256
NM_016904	Cks1b|2410005G18Rik|2610005D03Rik|AA407784|Cks1|sid1334|-|3 F1|3|protein-coding	-4.775786052836559	3.70775920452631e-16	6.11111831495981
NM_001101516	Gpr25|Gm1300|-|1 E4|1|protein-coding	-4.77211421747868	4.68544498087547e-12	2.8403032705936497
NM_019670	Diap3|4930417P13Rik|Dia2|Diaph3|Drf3|mDia2|mKIAA4117|p134MDia2|-|14|14 D3|protein-coding	-4.75963440335358	6.445776331451239e-15	4.6717550844095594
NM_172756	Ankle1|8430438L13Rik|Ankrd41|C430003I23|Lem3|-|8 B3.3|8|protein-coding	-4.72566907830538	3.5981462154176197e-14	4.06020506634764
NM_010194	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	-4.71638717108073	1.54060364215022e-13	3.68463456115412
NR_075088	Cenpk|B130045K24Rik|BB232189|C530004N04Rik|Cenp-K|Solt|Solzt|-|13 D1|13|protein-coding	-4.7132172637347	2.27509131340216e-12	3.06612809123227
NM_001110162	Cdca2|2610311M19Rik|AI586158|-|14 D1|14|protein-coding	-4.7111174266132405	3.25423682061319e-15	5.1317843821205
NM_028131	Cenpn|2610510J17Rik|AI426416|AW545024|-|8 E1|8|protein-coding	-4.70577655294437	9.68627686911787e-15	4.70428265996945
NM_001040435	Tacc3|Aint|C86661|Eric1|-|5 B2|5|protein-coding	-4.6695766266684196	7.221428865842191e-16	6.52053408631783
NM_029005	Mlkl|9130019I15Rik|-|8|8 D3|protein-coding	-4.66324594081472	3.71086202783608e-11	2.5726185013995
NM_023044	Slc15a3|Ci1|cI-1|-|19|19 B|protein-coding	-4.65735225872081	1.04835950093849e-10	2.38135013735596
NM_033078	Klrk1|D6H12S2489E|NKG2-D|Nkg2d|-|6 F3|6 63.44 cM|protein-coding	-4.657334361637339	8.34577970451188e-16	6.6178815846767405
NM_019980	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	-4.65526821504196	9.26136977567303e-15	4.9169745239485705
NM_001290762	Nmral1|1110025F24Rik|AI256624|-|16 A1|16 2.46 cM|protein-coding	-4.64989295276838	2.44053522676575e-13	3.7023537598864706
NM_013882	Gtse1|B99|Gtse-1|-|15 E2|15 40.42 cM|protein-coding	-4.6294855757009294	5.0056753467240395e-15	5.330256959334361
NM_001099217	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	-4.61923493901282	4.72968207819933e-16	9.080655220437642
NM_013649	Ryk|AW536699|ERK-3|Vik|-|9 F1|9 54.72 cM|protein-coding	-4.610833010377919	1.30381409190482e-11	2.8351501786739397
NM_172616	C330027C09Rik|AA408511|AU018569|Cip2a|Kiaa1524|-|16 B5|16|protein-coding	-4.6080262546424695	2.31611781111336e-15	6.10304335586726
NM_001127349	Snx10|2410004M09Rik|-|6 B3|6|protein-coding	-4.5428039804992	3.1529903057682203e-15	6.46536743575624
NM_009862	Cdc45|Cdc45l|-|16 A3|16 11.63 cM|protein-coding	-4.4801333122054805	1.58331228615827e-14	5.581510384944861
NM_029075	Stx11|5830405C08Rik|-|10 A1|10|protein-coding	-4.4771165542946605	1.9604572754985e-14	5.458846749851809
NM_001195298	Kifc1|100042970|Gm4137|HSET|KNSL2|Kifc5a|Knsl2a|Tctex-7|Tctex-7A|Tctex7|Tctex7a|-|17 B1|17 17.98 cM|protein-coding	-4.47665885525139	2.7775432919440898e-14	5.2577331463335
NM_010221	Fkbp10|AI325255|FKBP-10|FKBP-65|FKBP65|Fkbp-rs1|Fkbp1-rs|Fkbp6|Fkbprp|RP23-392I3.2|11 D|11 63.47 cM|protein-coding	-4.45818948667907	8.640353374575909e-10	2.19462178729713
NM_028013	Endod1|2210414F18Rik|2310067E08Rik|C85344|-|9|9 A3|protein-coding	-4.455094830529389	2.9307919915886796e-14	5.35207329342348
NM_021886	Cenph|1700021I11Rik|2410018A12Rik|2610042E16Rik|2810046K12Rik|AU044255|CENP-H|ENP|-|13 D1|13 53.23 cM|protein-coding	-4.44440207615535	1.93899101681851e-12	3.58386254944019
NM_007691	Chek1|C85740|Chk1|rad27|-|9|9 A5.3|protein-coding	-4.44120877068064	4.7678027895932e-13	4.18292341132937
NM_001161712	Gcat|AI526977|Kbl|-|15 E1|15 37.7 cM|protein-coding	-4.43282829461595	2.92361610205291e-11	2.9232810588897
NM_007609	Casp4|Casp11|Caspl|ich-3|-|9 A1|9 2.46 cM|protein-coding	-4.392391872152819	1.7656118286147e-11	3.10240068775088
NM_001198894	Gpr56|Cyt28|TM7LN4|TM7XN1|-|8 D1|8 47.12 cM|protein-coding	-4.3896188277076105	4.42317701951855e-11	2.8826274294595597
NM_009910	Cxcr3|Cd183|Cmkar3|RP23-49C8.4|X D|X 44.58 cM|protein-coding	-4.38203562892876	1.30186973939322e-14	7.320855414629099
NM_011597	Tjp2|ZO-2|-|19 C1|19|protein-coding	-4.38185999838476	8.6070318579566e-11	2.75312589715789
NR_028421	D430020J02Rik|-|-|12 F2|12|ncRNA	-4.3809563512094	3.1250812121246304e-11	2.9871411842926605
NM_001033290	Gpr55|Gm218|Lpir1|-|1 C5|1|protein-coding	-4.35595766389834	1.7623052107666396e-12	4.000127162393009
NR_033402	Tyms|Ts|-|5 B1|5 15.81 cM|protein-coding	-4.35454967102789	6.38615429713323e-14	5.5364930210984005
NM_024184	Asf1b|1700003K02Rik|AA409591|-|8 C3|8|protein-coding	-4.35216813946647	2.2755733207476e-14	6.9063142366259305
NM_145924	Cenpi|AI504163|Fshprh1|RP23-162B19.4|X E3|X|protein-coding	-4.35168262853958	4.3764544303597996e-13	4.521377784868309
NM_009545	Pcgf2|Mel18|Rnf110|Zfp144|mel-18|RP23-94N18.7|11 C1-C3|11 61.06 cM|protein-coding	-4.34952356747051	3.858654077964241e-12	3.76564668580714
NM_024241	Kif24|4933425J19Rik|9430029L23Rik|RP23-328E6.6|4|4 B1|protein-coding	-4.344839001337689	4.64994054595021e-11	2.9531889181217004
NM_009516	Wee1|Wee1A|-|7 F1|7|protein-coding	-4.34291107558555	4.4143677547078107e-13	4.54928893056901
NM_001177626	Ect2|AI528536|mKIAA4037|-|3|3 B|protein-coding	-4.33039849682387	8.66250942640622e-14	5.63553623370471
NR_105786	Mir6367|mmu-mir-6367|-|-|ncRNA	-4.329639881415201	1.2353662247483e-09	2.2598206881840297
NM_011015	Orc1|AA545195|MmORC1|Orc1l|RP23-406B13.5|4|4 D|protein-coding	-4.32805608046653	1.25870672883061e-11	3.3162683348393704
NM_001033244	Fancd2|2410150O07Rik|AU015151|BB137857|FA-D2|FA4|FACD|FAD|FANCD|-|6 E3|6|protein-coding	-4.3019985761043	7.94032901799229e-13	4.47429101014214
NM_001013377	Arhgef39|E130306D19Rik|RP23-195K8.7|4 B1|4|protein-coding	-4.3015616488878	2.0678193033916201e-10	2.67789643638149
NM_080850	Pask|mKIAA0135|-|1 D|1|protein-coding	-4.29534084458516	2.5454414855988596e-12	4.04470872041956
NM_134082	Farp1|AW228844|BC030329|Cdep|-|14 E5|14|protein-coding	-4.29082081663938	6.767927756523791e-12	3.5808965774013104
NM_033612	Cela1|1810009A17Rik|1810062B19Rik|Ela-1|Ela1|PC-TsF|-|15 F1-F3|15 56.38 cM|protein-coding	-4.286345525050979	1.93970299445566e-09	2.21956481571728
NM_010931	Uhrf1|AL022808|ICBP90|Np95|RNF106|-|17|17 D-E1|protein-coding	-4.27941302292284	5.59254928667743e-14	6.794321281616959
NM_001034882	Zbtbd6|EG432879|Gm5465|-|14 D3|14|protein-coding	-4.27836118154429	4.9330142107670095e-09	2.02745165776758
NM_016662	Mxd3|4631412E13Rik|Mad3|bHLHc13|-|13 B1|13 29.8 cM|protein-coding	-4.277577052937669	1.88132950877702e-13	5.481458115672411
NM_010721	Lmnb1|-|-|18 D3|18 30.84 cM|protein-coding	-4.264913462299741	3.6256930108757305e-14	8.60978565610224
NM_181416	Arhgap11a|6530401L14Rik|mKIAA0013|RP23-288M21.5|2 E4|2|protein-coding	-4.26384996357589	6.52434560984485e-14	6.71288559718016
