Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logFC	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 FDR	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logCPM
NM_133348	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	3.5735898541119804	3.2345665580669903e-10	6.578769560776559
NM_175170	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	3.56630011698193	3.44117132551999e-10	6.64458410238261
NM_009864	Cdh1|AA960649|E-cad|Ecad|L-CAM|UVO|Um|-|8 D|8 53.18 cM|protein-coding	3.56235412414693	1.0098813328820501e-07	2.52932523644881
NM_007403	Adam8|CD156|CD156a|E430039A18Rik|MS2|-|7|7 F3-F5|protein-coding	3.54682219225653	8.23348893560505e-09	3.69923600819137
NM_025980	Nrarp|2700054M22Rik|RP23-132N23.2|2 A3|2|protein-coding	3.54622741815615	8.58071361299186e-09	3.5360645796152097
NM_007534	Bcl2a1b|A1-b|-|9 E3.1|9|protein-coding	3.5407805103985397	4.85148014827053e-09	3.94048437627375
NM_001033525	Kcnk6|D7Ertd764e|Toss|Twik2|-|7 B1|7 16.94 cM|protein-coding	3.5340648354938797	8.10294683680291e-08	2.6688537165326003
NM_001289916	Rora|9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26|RP23-82F10.1|9 C|9 37.45 cM|protein-coding	3.50318079220987	6.09271269837474e-10	7.14851138534224
NM_177376	Myo3b|A430065P19Rik|RP23-337L20.2|2 C2|2|protein-coding	3.5020424703663395	6.93900568291933e-08	2.92216485509578
NM_177855	Med12l|A130035F20|A630079M02|AU044581|TRALPUSH|-|3 D|3|protein-coding	3.4848703069857203	9.97975190764323e-08	2.84113608055591
NM_019990	Stard10|AV048538|CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81|-|7 E3|7|protein-coding	3.4813008808665495	1.3382938841851299e-09	5.671500073534401
NM_011337	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	3.4503544174023197	1.80596925286033e-08	3.6864015612474104
NR_015505	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X A5|X|ncRNA	3.4435586111040597	7.93435639812458e-09	4.22135195838017
NR_073483	Aqp9|1700020I22Rik|AI266899|AQP-9|-|9 D|9|protein-coding	3.41786598336638	1.2544837386489998e-08	3.9821217582813704
NM_133643	Edaradd|1810032E07Rik|5830469M23Rik|A630043P06|cr|-|13 A1|13 4.77 cM|protein-coding	3.39840961155002	3.32523809473858e-08	3.6024320729278902
NM_011636	Plscr1|MmTRA1a|MmTRA1b|Nor1|Tra1|Tra1a|Tra1b|Tras1|Tras2|-|9 E3.3|9|protein-coding	3.37333718752355	3.68542190737186e-07	2.52458896099297
NM_001164202	Gm8369|EG666926|-|19 A|19|protein-coding	3.36695366300775	4.55978372258351e-09	5.666981110667431
NM_177265	Ifitm10|6330512M04Rik|AI848576|DSPA3|-|7 F5|7|protein-coding	3.34785083800407	1.28512489152942e-08	4.52700542601637
NM_008798	Pdcd1|Ly101|PD-1|Pdc1|-|1 D|1|protein-coding	3.29365808635499	4.4803839894256296e-07	2.79774444535681
NM_026835	Ms4a6d|1110058E16Rik|AI447446|Ms4a11|-|19 A|19|protein-coding	3.29148478341402	5.8207664361764205e-08	3.74665475985803
NM_009630	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	3.2748415266028195	8.23709076712984e-09	6.37339040508715
NM_029075	Stx11|5830405C08Rik|-|10 A1|10|protein-coding	3.27151456978482	3.4322580677780095e-08	4.338777129904829
NM_207110	Rnf216|2810055G22Rik|AI647468|AU019462|C86502|F830018F18Rik|TRIAD3|UIP83|Ubce7ip1|-|5 G2|5|protein-coding	3.26234444324641	2.13917954607066e-08	4.8903311394394295
NM_023128	Palm|-|-|10 C1|10 39.72 cM|protein-coding	3.2598234943096296	2.4567615905241197e-07	3.0946612800909503
NM_009643	Ahnak|DY6|-|19 A|19|protein-coding	3.2520906659912097	6.753262123063001e-09	9.91526753312348
NM_001081336	Dgkh|5930402B05Rik|D130015C16|mCG_120030|14 D3|14|protein-coding	3.2396335347189598	1.7925134112987896e-07	3.4218502871279597
NM_053214	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	3.22138998736373	9.502731003457841e-09	8.51935737779095
NM_010194	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	3.19511307975827	2.51154207931979e-06	2.2867447255586097
NM_010272	Gdf11|BMP-11|Bmp11|-|10 D3|10|protein-coding	3.17057882147288	1.00435674354564e-07	4.11822243535018
NR_027860	Gm9199|EG668489|-|14 D3|14|pseudo	3.15148695643052	1.85847795602214e-07	3.7427022914903505
NM_177780	Dock5|1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc|-|14 D1|14|protein-coding	3.1503522886905	2.6704249321753398e-08	6.77225213555192
NM_001035510	Zcchc18|1500031H04Rik|Sizn2|RP23-389M3.9|X F1|X|protein-coding	3.1232904780843995	4.6773109888287105e-07	3.39303964923875
NM_011798	Xcr1|Ccxcr1|Gpr5|mXcr1|-|9 F4|9 74.71 cM|protein-coding	3.07693385648328	1.16351597091249e-05	2.0093311043170603
NM_177025	Cobll1|1810047P18Rik|Coblr1|D430044D16Rik|RP23-286N21.1|2|2 C3|protein-coding	3.0506739273932304	1.07592880731332e-07	5.467483525732441
NM_010370	Gzma|AW494114|Ctla-3|Ctla3|Hf|SE1|TSP-1|TSP1|-|13 D|13 63.93 cM|protein-coding	3.04079206057032	1.06186613518609e-07	5.782793544825151
NM_175460	Nmnat2|AI843915|D030041I09Rik|PNAT1|PNAT2|-|1 G3|1|protein-coding	3.03275162296329	4.26070568305369e-07	3.9496781577178504
NM_001167949	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	3.03092566678681	8.30530860322582e-08	7.2221078375686005
NM_007708	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	3.01672892107938	1.9080280883843798e-06	3.1455985278348195
NM_008495	Lgals1|AA410090|Gal-1|Galbp|L-14.5|L14|Lect14|galectin-1|-|15 E|15 37.7 cM|protein-coding	3.00597233210402	9.2380828940737e-08	8.02712840865686
NM_010137	Epas1|HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73|-|17 E4|17|protein-coding	2.9991163270302703	2.0910586084856202e-07	5.218040577636019
NM_053178	Acsbg1|BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631|-|9 A5.3|9|protein-coding	2.99377985441751	1.45889430439e-07	6.293316016171921
NM_027154	Tmbim1|2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161|-|1 C3|1|protein-coding	2.9902215101743996	1.39598925478184e-06	3.3808778513417703
NR_110357	Kctd17|2900008M13Rik|AA414907|AW742389|N28155|-|15 E1|15|protein-coding	2.98846556347377	3.6227262653889198e-06	2.80556420645461
NM_172603	Phf11a|4933417L10Rik|Phf11|Phf11l|-|14 C3|14|protein-coding	2.9867123659181405	1.06286364555155e-05	2.3998765344094704
NM_001082960	Itgam|CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a|-|7|7 F4|protein-coding	2.9824896592252497	8.624081891566229e-07	3.7833876262310695
NM_146248	Cchcr1|Hcr|-|17 B1|17|protein-coding	2.9525942182244105	1.46504037209118e-06	3.5077100132174506
NM_182839	Tppp|2900041A09Rik|AI849835|-|13 C1|13|protein-coding	2.9501563598222798	1.1880573221055198e-05	2.43331535393069
NM_010496	Id2|AI255428|C78922|Idb2|bHLHb26|-|12 B|12 8.57 cM|protein-coding	2.9486426483649395	1.63605283715755e-07	8.06609215492965
NM_175645	Xylt1|8030490L12|-|7 F2|7|protein-coding	2.9229531159251803	1.21994335482515e-06	3.98693882931248
NM_022018	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	2.91812015614439	3.7171614712269796e-07	5.726017816223661
NM_011372	St6galnac3|Siat7c|-|3|3 H4|protein-coding	2.91766131268737	5.644882212933401e-06	2.84120694851937
NM_001081163	Chsy1|mKIAA0990|-|7 C|7|protein-coding	2.89295361656313	2.81833046127388e-07	8.59472295484009
NM_133720	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14 D3|14|protein-coding	2.88187592828525	5.4999070574899e-06	3.10654865579507
NM_001127349	Snx10|2410004M09Rik|-|6 B3|6|protein-coding	2.87072331902099	8.643597348475589e-07	4.92272751099609
NM_008939	Prss12|Bssp-3|motopsin|-|3|3 G3|protein-coding	2.85810882132	9.450247905593849e-07	4.943686501298671
NM_001163270	Baiap3|Bap3|Gm937|-|17 A3.3|17|protein-coding	2.84305134222706	4.6729660626297396e-07	8.440348686891461
NM_175437	Gsap|A530088I07Rik|Pion|-|5 A3|5|protein-coding	2.83692246481573	8.34739390679795e-07	5.53539743566908
NM_026012	Nradd|2610311B09Rik|BB104149|NRDD|NRH2|PLAIDD|-|9 F2|9|protein-coding	2.83564896857998	4.250182029843521e-05	2.0547497187776202
NM_029186	Tmem180|4930449A08Rik|4930538D17Rik|-|19|19 D1|protein-coding	2.81656982154474	5.28165309458687e-05	2.1851820737420704
NM_008478	L1cam|CD171|L1|N-CAM-L1|NCAM-L1|RP23-373N8.1|X A6-B|X 37.43 cM|protein-coding	2.78401754039774	1.8672050507011002e-06	4.98085826565953
NM_013921	Prss30|2010015P21Rik|Disp|Disp1|Tmprss8|-|17 A3.3|17 12.17 cM|protein-coding	2.77221386014879	6.85612859061464e-06	3.41013095601623
NM_153058	Mapre2|AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1|-|18 A2|18 12.08 cM|protein-coding	2.76970960230812	1.12018092611734e-06	7.171343616235111
NM_183037	Trim46|TRIFIC|-|3 F1|3|protein-coding	2.7589839611844504	1.13758337111715e-05	3.1799322503084397
NM_008348	Il10ra|AW553859|CDw210|CDw210a|Il10r|mIL-10R|-|9 A5.2|9 24.84 cM|protein-coding	2.7568391130416803	1.3131965215448099e-06	6.93659931144558
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	2.72973686302792	9.8262244033375e-06	3.37356756299996
NM_010872	Naip2|Birc1b|Naip-rs6|RP23-333E24.2|13 D1|13 53.01 cM|protein-coding	2.7116013766128497	1.23479944492328e-05	3.3287153990989196
NM_001289716	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	2.67116485643017	4.020014845881849e-06	5.4720680384718
NM_133501	Ntng2|2610016D08Rik|Lmnt2|RP23-170D24.1|2 B|2 19.57 cM|protein-coding	2.6621461891122795	6.05560001225303e-06	4.67549420938853
NM_009402	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	2.65963934789567	4.76373481857568e-06	5.395278825910701
NM_009694	Apobec2|Arp1|-|17 C|17 24.02 cM|protein-coding	2.6591033497848198	2.12247983857511e-05	3.22342238936879
NM_001033399	Gfod1|9630032O13|AI850995|-|13 A4|13|protein-coding	2.6562775943277597	4.78438340451148e-06	5.41950242208206
NM_031997	Tmem2|-|-|19 B|19|protein-coding	2.64767305588073	3.20663037634143e-05	3.05060282504232
NM_010169	F2r|AI482343|Cf2r|Par1|ThrR|-|13 D1|13 50.21 cM|protein-coding	2.64496910878706	3.37279953935023e-06	7.71372884473717
NM_177353	Slc9a7|A530087D17Rik|NHE7|RP23-24L23.2|X A1.3|X|protein-coding	2.63537607274348	8.39170133258823e-06	4.48514907581514
NM_001081127	Adamts14|Adamts-14|TS14|-|10 B4|10|protein-coding	2.63001772536007	8.5104940935542e-06	4.60205374783554
NM_008876	Pld2|-|DN-183N8.6|11 B3|11 42.99 cM|protein-coding	2.62434556737808	2.8490469274631395e-05	3.3403097407965805
NM_001285788	Ildr1|AU041483|AU044638|-|16 B3|16|protein-coding	2.6141520133694303	2.37107980310947e-05	3.4897627440607297
NR_028427	5830416P10Rik|4833407H14Rik|5430437C04Rik|ENSMUSG00000074788|Gm10758|-|19 D2|19|ncRNA	2.6032541872904797	6.34288902033728e-06	6.00988673280215
NM_001082412	Slc25a53|2310046F18Rik|2810402A17Rik|AI448995|AI841128|Mcart6|-|X F1|X|protein-coding	2.59457771187677	1.09282046614194e-05	4.70518794731181
NM_011676	Unc119|D11Bhm52|HRG4|MRG4|Rg4|Rtg4|Unc119h|RP23-185A18.16-002|11 B5|11 46.74 cM|protein-coding	2.56939286252838	1.18377744853584e-05	4.91842378598352
NR_027699	Serp2|2810032E02Rik|mCG_17767|14 D3|14|protein-coding	2.56918261693558	0.00016406594976758	2.34268214019186
NM_026779	Mocos|1110018O12Rik|HMCS|MCS|MOS|-|18 A2|18|protein-coding	2.56090695851977	0.000127264623227373	2.4889185066956
NM_001025577	Maf|2810401A20Rik|A230108G15Rik|AW047063|c-maf|-|8 E1|8 62.61 cM|protein-coding	2.56089531260285	9.63604319922598e-05	2.62733260317294
NM_027172	Slc52a3|2310046K01Rik|RFT2|RP23-214I20.4|2|2 H1|protein-coding	2.55086261692728	0.000102794626977367	2.7849240430754705
NM_153804	Plekhg3|BC030417|-|12 C3|12|protein-coding	2.5496016682321803	1.43652570256965e-05	4.86500999088495
NM_021439	Chst11|1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s|-|10 C1|10|protein-coding	2.53801041789306	1.14406443611003e-05	5.892348966214219
NM_008353	Il12rb1|CD212|IL-12R[b]|-|8 B3.3|8 34.21 cM|protein-coding	2.5357093375131003	1.36118605766839e-05	5.4137104748650895
NM_011076	Abcb1a|Abcb4|Evi32|Mdr1a|Mdr3|P-gp|Pgp|Pgy-3|Pgy3|mdr-3|-|5 A1|5 3.43 cM|protein-coding	2.51694828372669	1.37275988000435e-05	6.02424038125022
NR_004444	Zfhx2os|Zfhx2as|-|14 C2|14|ncRNA	2.50241198303506	3.96334245223835e-05	3.84208106878616
NM_133753	Errfi1|1300002F13Rik|AI788755|Mig-6|Mig6|RALT|RP23-272N19.4|4|4 E1|protein-coding	2.5023794761554505	2.02750776119308e-05	4.9991074071584904
NM_001271419	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	2.49123544408562	1.37275988000435e-05	7.43341422948566
NM_001162917	Dennd4a|AI115600|AI851943|F730015K02Rik|mCG_145419|9 C|9|protein-coding	2.48635377590142	1.52726231366824e-05	6.93834194035538
NM_033042	Tnfrsf25|APO-3|DDR3|DR3|LARD|TR3|TRAMP|Tnfrsf12|WSL-1|WSL-LR|Wsl|RP23-284C20.2|4|4 E1|protein-coding	2.4782812417645297	1.7380445767107098e-05	6.5395092716862795
NM_008964	Ptger2|EP2|Ptgerep2|-|14 C1|14 22.68 cM|protein-coding	2.47318694924639	0.000321075546031944	2.31557860484713
NM_023913	Ern1|9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p|RP23-418O11.11-001|11 E1|11|protein-coding	2.42500709838682	4.0749451968984705e-05	4.99802253004897
NM_175164	Arhgap26|1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621|-|18 B3|18|protein-coding	2.41733991821969	2.8121902144751098e-05	7.15682169580821
NM_019980	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	2.41691077464118	0.000207923879557605	2.8908159087885896
NM_001193659	Cldn12|-|-|5 A1|5|protein-coding	2.4158993027171602	0.000155368968572255	3.0789961101436503
NM_207244	Cd200r4|F630107N04Rik|MCD200RLa|-|16 B4|16|protein-coding	2.39392603480482	0.000149986460426447	3.3293116784834504
NM_009302	Swap70|70kDa|AV235546|-|7 F1|7 57.7 cM|protein-coding	2.39060444811657	7.96872522433672e-05	4.2906811095426205
NM_008197	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	2.3886674870489197	0.000102709320297683	3.76494914724384
NM_001164804	Coro2a|9030208C03Rik|AI563590|IR10|RP23-117B19.6|4 B1|4|protein-coding	2.3848436947871403	5.62675207991146e-05	5.0030609533220805
NM_027238	Ttc39b|1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585|RP23-17O21.2|4 C3|4|protein-coding	2.3298972867832997	6.12461049054812e-05	7.10786418579776
NM_009895	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	2.32652138217143	0.00010233513748457399	4.7844664502946905
NM_010392	H2-Q2|BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2|-|17 B1|17 18.64 cM|protein-coding	2.32284702237425	0.000521672741967021	2.7085842671108997
NM_153083	Thtpa|AW122966|-|14 C1|14|protein-coding	2.3203325831764103	8.242211890508149e-05	5.71815675769124
NM_001002011	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	2.31680736292222	0.000310171656904371	3.05495053632254
NM_001025615	Ccdc50|C3orf6|RP23-290F22.1|16 B2|16 18.98 cM|protein-coding	2.29689917734457	8.3954683612206e-05	6.75589152203202
NM_001001932	Eea1|A430109M19Rik|B230358H09Rik|ZFYVE2|-|10 C3|10|protein-coding	2.2963724961093996	0.000163668089169179	4.27386379130591
NR_045264	AI847159|OTTMUSG00000015420|RP24-388N11.3|2|2|ncRNA	2.28318666827024	0.00041611409903524103	3.1625166954485797
NM_008354	Il12rb2|A930027I18Rik|IL-12RB2|Ifnm|-|6 C1|6 30.81 cM|protein-coding	2.2713259208189602	0.000147825614202739	4.99037843756984
NM_019449	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	2.26847905111996	0.000189455892550445	4.4208483840036505
NM_001285999	Plekhg5|BC023181|Syx|RP23-284C20.1|4 E2|4|protein-coding	2.26056578051367	0.000838705377033427	2.5053523270608498
NM_201352	Gdpd5|BC024955|Gde2|-|7 E2|7|protein-coding	2.25908054076267	0.000246354663191425	4.05040603017647
NM_001100460	Zbtb42|EG382639|Gm5188|simiRP58|-|12 F1|12|protein-coding	2.25053144199531	0.0002028540038464	4.56770953780375
NM_001081304	Atf6|9130025P16Rik|9630036G24|AA789574|Atf6alpha|ESTM49|-|1 H3|1 76.96 cM|protein-coding	2.2284336081879	0.000159414436785152	6.200013527916419
NM_030712	Cxcr6|BB217514|BONZO|STRL33|-|9 F|9 74.57 cM|protein-coding	2.21431293844413	0.000152797121680569	8.151411065546611
NM_054096	Tirap|AA407980|C130027E04Rik|Mal|Tlr4ap|Wyatt|-|9|9 A5.3|protein-coding	2.2139218262171	0.0005889134395316321	3.22949684300114
NM_177282	Mical2|5330438E18Rik|9530064J02|MICAL-2|mKIAA0750|-|7 E3|7|protein-coding	2.2064485031508196	0.001278350857265	2.46156886864669
NM_172442	Dtx4|AI449438|BC044798|D930042H13|RNF155|-|19 A|19|protein-coding	2.17207016830005	0.00040138670089558397	4.47454150824916
NM_001081419	Dip2a|4931420H10Rik|AI426328|Dip2|Kiaa0184-hp|mKIAA0184|-|10 C1|10 38.76 cM|protein-coding	2.16845511844614	0.000522761213462914	3.84706425521677
NM_148933	Slco4a1|OATP-E|Slc21a12|RP23-74K21.1|2 H4|2|protein-coding	2.16776523280656	0.000619257481587226	3.6877782118807203
NM_173752	Lgalsl|1110067D22Rik|A530071M23|Grpa|Hspc159|Lgalsla|RP23-455B19.1|11 A3.1|11 13.53 cM|protein-coding	2.16407095660079	0.000759198360682117	3.42837657338328
NR_003513	Neat1|2310043N10Rik|VINC|-|19 A|19|ncRNA	2.15030405146129	0.000257076800612188	8.60587561032531
NR_029460	6530402F18Rik|mKIAA1857|mCG_145104|2|2|ncRNA	2.14235441851909	0.00040402148625586697	4.9551448423104505
NM_018784	St3gal6|1700023B24Rik|AI930218|AW552396|Siat10|St3galVI|RP24-293N14.3|16 C1.2|16|protein-coding	2.13651493122156	0.000329324298787016	6.49107330116557
NM_010430	Hic1|AA408311|HIC-1|RP23-143A14.2|11 B5|11 45.76 cM|protein-coding	2.13620204019852	0.00160817198979715	2.72748213288165
NM_029023	Scpep1|2410018F01Rik|4833411K15Rik|AI957256|Risc|RP23-176J13.1|11 C|11|protein-coding	2.12756581574276	0.000821317172708571	3.68842660640316
NM_029519	Rap2a|5830461H18Rik|-|14 E4|14 64.72 cM|protein-coding	2.12421042347089	0.000440309372101288	5.33987484634359
NM_197990	1700025G04Rik|2610510E02Rik|2900042O04Rik|ENSMUSG00000073540|-|1 G2|1|protein-coding	2.1178542697854	0.000434885590741608	5.538369335848321
NM_024223	Crip2|0610010I23Rik|AW743261|C77570|CRP2|CRP4|Crp|ESP1|Hlp|-|12 F1|12 61.57 cM|protein-coding	2.10956188781309	0.00168625339596541	2.94233726853063
NR_105931	Mir3547|mmu-mir-3547|-|-|ncRNA	2.10851385059531	0.00434179939345632	2.01996850429092
NM_138953	Ell2|-|-|13 C1|13|protein-coding	2.10758802285322	0.00143684888557566	3.07085155294641
NM_145367	Txndc5|AL022641|ERp46|PC-TRP|-|13 A3.3|13|protein-coding	2.09961055319646	0.000413905843784678	7.1084213819608895
NR_015548	5830432E09Rik|-|-|7|7|ncRNA	2.09494679028978	0.0009416503121485381	3.7876733062575494
NR_106188	Mir1668|mmu-mir-1668|-|-|ncRNA	2.09039419522197	0.0010511080057288699	3.57412425506632
NM_011897	Spry2|sprouty2|-|14 E2.3|14 56.16 cM|protein-coding	2.0842652814919598	0.0018157050358669899	2.86661037981846
NM_009229	Sntb2|Snt2|-|8 D3|8 53.38 cM|protein-coding	2.07985083084331	0.000555034688841005	5.91808334419385
NM_172685	Slc25a24|2610016M12Rik|DN-250O19.1|3 F3|3|protein-coding	2.07062431685289	0.000781901213266733	4.70650297263201
NM_010127	Pou6f1|2310038G18Rik|Brn5.0|C79593|Emb|cns-1|-|15 F1|15 56.35 cM|protein-coding	2.0682646793393302	0.000523865756631938	7.40468596625304
NM_001042699	Syne3|nesprin-3|-|12 E|12|protein-coding	2.0460511520433102	0.0009858530183854618	4.4941836705893605
NM_009962	Ptgdr2|Crth2|Gpr44|Grp45|-|19 A|19|protein-coding	2.04292450166369	0.0036351217695347704	2.4832196455082998
NM_011073	Prf1|Pfn|Pfp|Prf-1|-|10 B4|10 32.18 cM|protein-coding	2.0365724819733604	0.000660486756073338	8.18095635834159
NM_001289878	Per3|2810049O06Rik|mPer3|RP23-455G15.2|4 E2|4|protein-coding	2.03647971144901	0.00295335413100459	2.67977486716201
NM_133914	Rasa4|AA793972|AW112107|BB079060|CAPRI|GAPL|-|5 G2|5|protein-coding	2.03434978845155	0.00141430450731501	3.7835266680074198
NM_009145	Nptn|AW554172|SDR-1|Sdfr1|-|9 B|9|protein-coding	2.03370359094278	0.000679961129369771	7.9456193859042
NM_029100	Sepn1|1110019I12Rik|AI414492|-|4 D3|4|protein-coding	2.02909567189782	0.0021343623077710603	3.2587291664655
NM_008358	Il15ra|AA690181|IL-15RA|RP23-114B13.4|2 A1|2 8.97 cM|protein-coding	2.02812927580291	0.00139988632598071	4.01947127882162
NM_001290316	Vsig10l|-|-|7 B4|7|protein-coding	2.02752454711233	0.00615951102779859	2.05585968502093
NM_001040085	Sytl2|AI266830|Slp2|mKIAA1597|-|7 E1|7|protein-coding	2.02612574081198	0.000864629641683529	5.67446501350222
NM_145070	Hip1r|AA410023|mKIAA0655|-|5 F|5|protein-coding	2.0214246328238	0.000770816109013489	7.108810463533451
NM_009502	Vcl|9430097D22|AA571387|AI462105|AW545629|-|14 A3|14 11.53 cM|protein-coding	2.01888580817718	0.00160967240758969	3.7417760420897697
NM_010950	Numbl|nbl|-|7 A3|7|protein-coding	2.01659775344677	0.00271340526811325	2.99837734883335
NM_207648	H2-Q6|0610037M15Rik|H-2Q6|Qa-6|Qa6|-|17 B1|17 18.66 cM|protein-coding	2.00767284054775	0.000824710862955568	8.36555435650655
NM_023124	H2-Q8|H-2Q8|MMS10-T|Ms10t|Qa-2|Qa-8|Qa8|-|17 B1|17|protein-coding	2.00483583461597	0.000842810492117887	8.37164668425188
NM_033581	Pcdhgc3|PC43|Pcdh2|-|18 B3|18 19.67 cM|protein-coding	2.00014773766461	0.00208310825017492	3.4669700765605
NM_153131	Unc5a|Unc5h1|mKIAA1976|-|13 B1|13|protein-coding	1.9998629160888701	0.00152854525282774	4.2245164044752
NM_177473	Tmem191c|4933405M22Rik|D16Bwg1494e|MNCb-4137|16 A3|16 10.71 cM|protein-coding	1.9830792288373797	0.0048472735094503	2.5404363930825
NM_025491	Susd3|1700017I11Rik|2810440J20Rik|-|13|13 B1|protein-coding	1.9809771215679801	0.00176958618208965	4.20951353240488
NM_028805	Katnb1|2410003J24Rik|KAT|-|8 D1|8|protein-coding	1.9756978675076398	0.0011435483792071699	6.63986280561881
NM_001199305	Atxn1|2900016G23Rik|Atx1|C85907|ENSMUSG00000074917|Gm10786|Sca1|-|13 A5|13 21.98 cM|protein-coding	1.9719119735912902	0.0011360325494472	6.92046609869745
NM_019933	Ptpn4|PTPMEG|Ptn4|TEP|TEP/mPTPMEG|hPTP-MEG|-|1 E2|1 52.39 cM|protein-coding	1.97180290709242	0.00130204495775863	5.8143897563575395
NM_028331	C1qtnf6|2810036M19Rik|CTRP6|AL590144.2|15 E1|15|protein-coding	1.96962843382398	0.0070491363788031	2.14817339626079
NM_145952	Tbc1d12|BC033574|-|19 C3|19|protein-coding	1.9680877591775001	0.00422562095356768	2.74614477708076
NM_146137	Amigo1|Amigo|ali2|RP23-89M15.6|3 F2.3|3|protein-coding	1.9608054418873602	0.0022377082644074397	3.97828018469023
NM_027334	Mettl7a1|2210414H16Rik|3300001H21Rik|Aam-B|Mettl7a|UbiE1|-|15|15 F3|protein-coding	1.95814837291219	0.00279147691366153	3.4514739927900697
NM_001005788	Zfp69|Gm1029|Krab2|Zfp63|RP23-182D20.5|4 D2.2|4 56.66 cM|protein-coding	1.95713535940216	0.00898487472075987	2.04827639293393
