Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_028013	Endod1|2210414F18Rik|2310067E08Rik|C85344|-|9|9 A3|protein-coding	-3.70430015012344	4.8851861175316e-10	4.61402199135629
NM_001289916	Rora|9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26|RP23-82F10.1|9 C|9 37.45 cM|protein-coding	-3.70288353703737	7.29482264908284e-11	7.31187334221735
NM_011337	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	-3.6506925823556697	3.93073358665668e-09	3.82480292862127
NM_028679	Irak3|4833428C18Rik|AI563835|IRAK-M|-|10 D2|10|protein-coding	-3.64048706024607	2.6118865254162996e-08	2.9864900790444397
NM_009807	Casp1|ICE|Il1bc|-|9 A1|9 2.46 cM|protein-coding	-3.6401364075848504	3.1508503631316997e-09	3.9563427690477098
NM_001163539	5430427O19Rik|-|RP23-311G7.1|X|X B|protein-coding	-3.6179011187684704	5.45930167500183e-09	3.67842946490418
NM_010272	Gdf11|BMP-11|Bmp11|-|10 D3|10|protein-coding	-3.6128866952539997	1.66744614496733e-09	4.4838224814978
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	-3.57138305554514	4.96913411456734e-09	4.0816476526248
NM_001033525	Kcnk6|D7Ertd764e|Toss|Twik2|-|7 B1|7 16.94 cM|protein-coding	-3.54866667286691	1.54442784414946e-07	2.61124586342416
NM_053214	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	-3.54263684190988	3.17214624447766e-10	8.79302334873629
NM_053178	Acsbg1|BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631|-|9 A5.3|9|protein-coding	-3.5156211765277403	6.65285567831072e-10	6.74265738163486
NM_207110	Rnf216|2810055G22Rik|AI647468|AU019462|C86502|F830018F18Rik|TRIAD3|UIP83|Ubce7ip1|-|5 G2|5|protein-coding	-3.51187711098365	2.1362584092683604e-09	5.0873657261971905
NR_015505	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X A5|X|ncRNA	-3.49631212861663	6.76555030681321e-09	4.23120295827431
NM_001037722	Adam15|MDC15|metargidin|-|3 F1|3 39.07 cM|protein-coding	-3.4821468977417798	7.185643640564121e-07	2.37998004190623
NM_008367	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	-3.47469763638134	6.472598543141191e-08	3.1820854832365097
NM_175170	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	-3.4393604106504907	1.61239177060022e-09	6.50536192330881
NM_009643	Ahnak|DY6|-|19 A|19|protein-coding	-3.40812967012089	1.33508010271905e-09	10.038379951922302
NM_172603	Phf11a|4933417L10Rik|Phf11|Phf11l|-|14 C3|14|protein-coding	-3.3601776567913997	7.16249296766218e-07	2.66089432260614
NM_001082960	Itgam|CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a|-|7|7 F4|protein-coding	-3.3594624360359298	2.7772333758646203e-08	4.07997670564186
NM_001035510	Zcchc18|1500031H04Rik|Sizn2|RP23-389M3.9|X F1|X|protein-coding	-3.3555519946618504	8.104371755434639e-08	3.5525662813067003
NM_001285788	Ildr1|AU041483|AU044638|-|16 B3|16|protein-coding	-3.3498900344617795	3.12886238857027e-08	4.09685269837492
NR_110357	Kctd17|2900008M13Rik|AA414907|AW742389|N28155|-|15 E1|15|protein-coding	-3.3194999176918	2.85179599625445e-07	3.0399069076731497
NM_177780	Dock5|1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc|-|14 D1|14|protein-coding	-3.3166125630872596	5.23273757932739e-09	6.90068740911705
NM_134133	Smim3|2010002N04Rik|AI195350|AW561905|Nid67|cI-41|-|18 D3|18|protein-coding	-3.30598381138442	3.8944788376756205e-06	2.21928878089443
NM_001081336	Dgkh|5930402B05Rik|D130015C16|mCG_120030|14 D3|14|protein-coding	-3.3051917642808903	1.3391152339999099e-07	3.43038847498806
NM_011636	Plscr1|MmTRA1a|MmTRA1b|Nor1|Tra1|Tra1a|Tra1b|Tras1|Tras2|-|9 E3.3|9|protein-coding	-3.2617983784603797	2.2679224277428103e-06	2.34900361484781
NM_029075	Stx11|5830405C08Rik|-|10 A1|10|protein-coding	-3.25661975773665	4.983131527711151e-08	4.28847148582463
NM_001285997	Prc1|D7Ertd348e|-|7 D3|7 45.62 cM|protein-coding	-3.2538340784471695	3.2390760686530397e-07	3.30323747590527
NM_009630	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	-3.2331709241444098	1.5615783910190602e-08	6.31252055297191
NM_013921	Prss30|2010015P21Rik|Disp|Disp1|Tmprss8|-|17 A3.3|17 12.17 cM|protein-coding	-3.20045275524715	2.1556108333645802e-07	3.74209560935027
NM_008428	Kcnj8|AI448900|Kir6.1|gnite|slmbr|sltr|-|6 G2|6 74.31 cM|protein-coding	-3.19411499475604	4.0475102169719004e-06	2.2880086969112203
NM_009302	Swap70|70kDa|AV235546|-|7 F1|7 57.7 cM|protein-coding	-3.18420762438798	5.4831131041642094e-08	4.94928463637559
NM_001167949	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	-3.18337795129893	1.9911242170016e-08	7.33780998958349
NM_001033380	Itpripl2|C130081G24|E030018N11Rik|-|7 F1|7|protein-coding	-3.17234580793131	3.45185579101159e-07	3.4935080193104904
NM_010496	Id2|AI255428|C78922|Idb2|bHLHb26|-|12 B|12 8.57 cM|protein-coding	-3.1648996266492	2.0952322672236897e-08	8.23936465350253
NM_011851	Nt5e|2210401F01Rik|AI447961|CD73|NT|Nt5|eNT|-|9|9 E3.2|protein-coding	-3.15911375559985	7.53251182712359e-08	4.88809551182413
NM_009402	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	-3.1565657908156197	4.1110375302993194e-08	5.80735515217394
NM_010137	Epas1|HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73|-|17 E4|17|protein-coding	-3.13872947050133	6.27434892690903e-08	5.314683110014009
NM_177376	Myo3b|A430065P19Rik|RP23-337L20.2|2 C2|2|protein-coding	-3.1369316518109898	3.1780329030117296e-06	2.52614738413419
NM_183408	Pde4a|D9Ertd60e|Dpde2|-|9 A3|9 7.73 cM|protein-coding	-3.09310154109326	8.017657815654829e-06	2.4198085809169703
NM_133753	Errfi1|1300002F13Rik|AI788755|Mig-6|Mig6|RALT|RP23-272N19.4|4|4 E1|protein-coding	-3.0708277708400202	1.06233412018704e-07	5.466969865838929
NM_175645	Xylt1|8030490L12|-|7 F2|7|protein-coding	-3.02339549755499	5.93893844767039e-07	4.03603163563532
NM_027154	Tmbim1|2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161|-|1 C3|1|protein-coding	-3.01906046927244	1.57242502148235e-06	3.35606988629337
NM_001081163	Chsy1|mKIAA0990|-|7 C|7|protein-coding	-2.9960012036875	1.0727020984898599e-07	8.666562460254081
NM_175460	Nmnat2|AI843915|D030041I09Rik|PNAT1|PNAT2|-|1 G3|1|protein-coding	-2.98379633692548	9.59792638103212e-07	3.8649718878960604
NR_028427	5830416P10Rik|4833407H14Rik|5430437C04Rik|ENSMUSG00000074788|Gm10758|-|19 D2|19|ncRNA	-2.9687649967330096	2.06595691618811e-07	6.30544498314772
NM_153058	Mapre2|AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1|-|18 A2|18 12.08 cM|protein-coding	-2.9536620054370295	1.95729331882465e-07	7.312177129345059
NM_026012	Nradd|2610311B09Rik|BB104149|NRDD|NRH2|PLAIDD|-|9 F2|9|protein-coding	-2.9533495351355805	3.36831789504803e-05	2.07416654043281
NM_001195727	Gm5901|EG545989|-|7|7|protein-coding	-2.9454803916663397	2.87001944061473e-05	2.28902890510565
NM_001081127	Adamts14|Adamts-14|TS14|-|10 B4|10|protein-coding	-2.93502224345097	5.82408247125961e-07	4.83638068921431
NM_013613	Nr4a2|HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR|RP23-271B15.1|2 C1.1|2 31.66 cM|protein-coding	-2.9280362028048996	4.04120781980335e-07	5.60339774102113
NM_001163270	Baiap3|Bap3|Gm937|-|17 A3.3|17|protein-coding	-2.8719680482640295	3.8048062692269604e-07	8.44629498373924
NR_104123	Tmevpg1|AI447422|-|10 D2|10|ncRNA	-2.86493427000235	6.6601562898623e-06	3.3195268795408
NM_146248	Cchcr1|Hcr|-|17 B1|17|protein-coding	-2.8640716064512404	5.09666354333611e-06	3.3817067842490096
NM_031997	Tmem2|-|-|19 B|19|protein-coding	-2.83589835879292	7.83172184743206e-06	3.15933084876479
NM_001289716	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	-2.83041546992064	1.0358568186397699e-06	5.58461707998047
NM_175437	Gsap|A530088I07Rik|Pion|-|5 A3|5|protein-coding	-2.82804482534481	1.0464523715271098e-06	5.50149389070951
NM_009694	Apobec2|Arp1|-|17 C|17 24.02 cM|protein-coding	-2.82631503270177	6.99329380673314e-06	3.31745162057373
NM_026835	Ms4a6d|1110058E16Rik|AI447446|Ms4a11|-|19 A|19|protein-coding	-2.82231015555309	9.32827950676371e-06	3.2821375062115896
NM_177265	Ifitm10|6330512M04Rik|AI848576|DSPA3|-|7 F5|7|protein-coding	-2.81821740584621	3.3633024468560397e-06	4.01785999307235
NM_133720	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14 D3|14|protein-coding	-2.81749668678994	1.28128105375736e-05	2.9947215734470296
NM_001289549	St6galnac6|ST6GalNAcVI|Siat7f|RP23-17P12.2|2 B|2|protein-coding	-2.80445520206051	4.93057197597148e-05	2.4170388363827002
NM_177025	Cobll1|1810047P18Rik|Coblr1|D430044D16Rik|RP23-286N21.1|2|2 C3|protein-coding	-2.80035289458629	1.69938401020138e-06	5.21930416314637
NM_001290316	Vsig10l|-|-|7 B4|7|protein-coding	-2.798702894465	3.0018751998670002e-05	2.6262113426809703
NM_008495	Lgals1|AA410090|Gal-1|Galbp|L-14.5|L14|Lect14|galectin-1|-|15 E|15 37.7 cM|protein-coding	-2.78773042670313	9.42047832250985e-07	7.81484228214936
NM_133501	Ntng2|2610016D08Rik|Lmnt2|RP23-170D24.1|2 B|2 19.57 cM|protein-coding	-2.73964573206585	3.66349293207893e-06	4.7111448034447
NM_153533	Tenc1|C1-ten|nep|nph|-|15 F3|15 57.29 cM|protein-coding	-2.70835342565583	0.00010645465234273199	2.39050856970958
NM_010392	H2-Q2|BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2|-|17 B1|17 18.64 cM|protein-coding	-2.6972115057422994	3.5983615456889504e-05	2.96635652166549
NM_019980	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	-2.695609165879	2.80098757711764e-05	3.07213547053572
NM_008353	Il12rb1|CD212|IL-12R[b]|-|8 B3.3|8 34.21 cM|protein-coding	-2.68937844882355	3.909868021766e-06	5.519603288649441
NM_011897	Spry2|sprouty2|-|14 E2.3|14 56.16 cM|protein-coding	-2.6635701516075803	2.30738020608047e-05	3.2966900770652203
NM_007708	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	-2.65886736456252	6.652864485229561e-05	2.7769406540863297
NM_001271419	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	-2.6422927792300297	3.99597919739928e-06	7.542304752116929
NM_001082412	Slc25a53|2310046F18Rik|2810402A17Rik|AI448995|AI841128|Mcart6|-|X F1|X|protein-coding	-2.62976272009622	9.88293413651702e-06	4.70435989620772
NM_008348	Il10ra|AW553859|CDw210|CDw210a|Il10r|mIL-10R|-|9 A5.2|9 24.84 cM|protein-coding	-2.62017077151996	5.28375306057341e-06	6.796938912611081
NR_029460	6530402F18Rik|mKIAA1857|mCG_145104|2|2|ncRNA	-2.61912964719173	7.65764141775582e-06	5.32692628373764
NM_153083	Thtpa|AW122966|-|14 C1|14|protein-coding	-2.61781952098682	6.48582855299425e-06	5.945691928068809
NM_022018	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	-2.6150833028071	7.83547949439882e-06	5.4364385569991605
NM_017405	Lsr|ILDR3|Lisch7|-|7 B1|7|protein-coding	-2.61325780326775	0.000374101263437343	2.0023231696078
NM_010430	Hic1|AA408311|HIC-1|RP23-143A14.2|11 B5|11 45.76 cM|protein-coding	-2.61177062784449	5.65793883094443e-05	3.06730700126459
NM_001025577	Maf|2810401A20Rik|A230108G15Rik|AW047063|c-maf|-|8 E1|8 62.61 cM|protein-coding	-2.61126249639929	9.550529129103009e-05	2.6068050543029
NM_001199305	Atxn1|2900016G23Rik|Atx1|C85907|ENSMUSG00000074917|Gm10786|Sca1|-|13 A5|13 21.98 cM|protein-coding	-2.59914543257256	5.93016099558799e-06	7.41966965031933
NM_008478	L1cam|CD171|L1|N-CAM-L1|NCAM-L1|RP23-373N8.1|X A6-B|X 37.43 cM|protein-coding	-2.59718218584638	1.15878139585165e-05	4.78960257956155
NM_026779	Mocos|1110018O12Rik|HMCS|MCS|MOS|-|18 A2|18|protein-coding	-2.5915468464769	0.000169802448064892	2.44804861679494
NM_183037	Trim46|TRIFIC|-|3 F1|3|protein-coding	-2.58160420775664	7.115376355605329e-05	2.97427929653649
NM_146167	Gimap7|IAN7|Ian3|-|6 B2.3|6|protein-coding	-2.5597038400252203	8.830741952985699e-06	6.896678253716789
NM_177353	Slc9a7|A530087D17Rik|NHE7|RP23-24L23.2|X A1.3|X|protein-coding	-2.52868853072935	2.68223016360918e-05	4.36058921847825
NM_001033399	Gfod1|9630032O13|AI850995|-|13 A4|13|protein-coding	-2.5171724052776097	1.9058700904383604e-05	5.2738439292820996
NM_008197	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	-2.51309599366626	4.4047483575682705e-05	3.82964571951361
NM_001291891	Adam19|AL024287|Mltnb|RP23-29H5.4|11 A5-B1.1|11 27.54 cM|protein-coding	-2.49987405634511	1.33056204364717e-05	8.096237152946369
NR_027860	Gm9199|EG668489|-|14 D3|14|pseudo	-2.49904540091372	0.000120332945598074	3.1269847783387
NM_028038	Ddx28|2410004K13Rik|AI449652|Mddx28|-|8 D3|8|protein-coding	-2.4900275914835603	2.38187999767752e-05	5.35494958550864
NM_001127349	Snx10|2410004M09Rik|-|6 B3|6|protein-coding	-2.4851593029949903	3.48533706891452e-05	4.559220605483519
NM_023913	Ern1|9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p|RP23-418O11.11-001|11 E1|11|protein-coding	-2.4797659303783903	2.99386220423139e-05	5.015938580670059
NM_028050	Lmntd2|1600016N20Rik|-|7 F5|7|protein-coding	-2.46772024428341	0.000177189862961392	2.8778145777818502
NM_019449	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	-2.4650691543345498	4.25106112390574e-05	4.55303481604839
NM_148933	Slco4a1|OATP-E|Slc21a12|RP23-74K21.1|2 H4|2|protein-coding	-2.44788717579485	7.344330129306479e-05	3.88032502750637
NM_177473	Tmem191c|4933405M22Rik|D16Bwg1494e|MNCb-4137|16 A3|16 10.71 cM|protein-coding	-2.4478338944177995	0.000211974618127709	2.8611082990244103
NM_001005788	Zfp69|Gm1029|Krab2|Zfp63|RP23-182D20.5|4 D2.2|4 56.66 cM|protein-coding	-2.43405539956322	0.000553382146728593	2.36438721837786
NM_016753	Lxn|-|-|3 E1|3 30.98 cM|protein-coding	-2.43154003179719	8.20806921948082e-05	3.9651891509504504
NR_045264	AI847159|OTTMUSG00000015420|RP24-388N11.3|2|2|ncRNA	-2.42905157938922	0.00014679053611943798	3.2349914141342095
NR_027699	Serp2|2810032E02Rik|mCG_17767|14 D3|14|protein-coding	-2.42659811783783	0.00082003522977482	2.15246841649136
NM_027238	Ttc39b|1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585|RP23-17O21.2|4 C3|4|protein-coding	-2.4147215255090297	3.1314412137298104e-05	7.1582237367214
NM_033042	Tnfrsf25|APO-3|DDR3|DR3|LARD|TR3|TRAMP|Tnfrsf12|WSL-1|WSL-LR|Wsl|RP23-284C20.2|4|4 E1|protein-coding	-2.41309802026396	3.4947108298478e-05	6.46245875045734
NM_021398	Slc43a3|Eeg1|SEEEG-1|RP23-232L15.1|2 E1|2|protein-coding	-2.3737377399463395	0.000288120515732996	3.18872274956058
NM_145070	Hip1r|AA410023|mKIAA0655|-|5 F|5|protein-coding	-2.3583698620405698	5.0588274482621207e-05	7.36456364278245
NM_010346	Grb7|mKIAA4028|RP23-355L10.11-001|11 D|11 61.75 cM|protein-coding	-2.35763855611254	0.000696058053693749	2.56356038905659
NM_026988	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	-2.3526278816962503	0.000183295369454186	3.76601177556288
NM_001162917	Dennd4a|AI115600|AI851943|F730015K02Rik|mCG_145419|9 C|9|protein-coding	-2.3503512162428195	5.6730418961027696e-05	6.80265078048437
NM_001100460	Zbtb42|EG382639|Gm5188|simiRP58|-|12 F1|12|protein-coding	-2.3393451964788197	0.000114993485070177	4.61047113643739
NM_153804	Plekhg3|BC030417|-|12 C3|12|protein-coding	-2.33095225432165	0.00012186521784563301	4.65086610738088
NM_021439	Chst11|1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s|-|10 C1|10|protein-coding	-2.3252296887057797	8.39054488305737e-05	5.68885124645487
NM_001164804	Coro2a|9030208C03Rik|AI563590|IR10|RP23-117B19.6|4 B1|4|protein-coding	-2.30635431547786	0.00012986929423193101	4.90932788034081
NM_001042699	Syne3|nesprin-3|-|12 E|12|protein-coding	-2.30278384439396	0.000149474982972094	4.67332117636174
NM_027172	Slc52a3|2310046K01Rik|RFT2|RP23-214I20.4|2|2 H1|protein-coding	-2.2941273308673797	0.00106964478414595	2.51127079977323
NM_029519	Rap2a|5830461H18Rik|-|14 E4|14 64.72 cM|protein-coding	-2.28646795322785	0.00012323917549704	5.44750813734746
NM_207648	H2-Q6|0610037M15Rik|H-2Q6|Qa-6|Qa6|-|17 B1|17 18.66 cM|protein-coding	-2.2683840393726404	9.99572095682571e-05	8.55866369936532
NM_001081304	Atf6|9130025P16Rik|9630036G24|AA789574|Atf6alpha|ESTM49|-|1 H3|1 76.96 cM|protein-coding	-2.2641977078720896	0.000126339948973165	6.20696696188203
NM_023124	H2-Q8|H-2Q8|MMS10-T|Ms10t|Qa-2|Qa-8|Qa8|-|17 B1|17|protein-coding	-2.2639832113876603	0.000103787232031477	8.56338879489151
NM_173752	Lgalsl|1110067D22Rik|A530071M23|Grpa|Hspc159|Lgalsla|RP23-455B19.1|11 A3.1|11 13.53 cM|protein-coding	-2.26378097094892	0.0003989066396952	3.46665045644706
NM_009229	Sntb2|Snt2|-|8 D3|8 53.38 cM|protein-coding	-2.25907967189741	0.00013799596440540902	6.04142571487605
NM_010576	Itga4|CD49D|Itga4B|RP23-335P15.1|2 C3|2 47.38 cM|protein-coding	-2.25752077094412	0.000106544905027022	10.4310550098589
NM_138953	Ell2|-|-|13 C1|13|protein-coding	-2.24796474146783	0.000622200807812237	3.13633499834037
NM_010127	Pou6f1|2310038G18Rik|Brn5.0|C79593|Emb|cns-1|-|15 F1|15 56.35 cM|protein-coding	-2.2386770025529903	0.000132227488583801	7.52365102668911
NR_033508	Gm11110|ENSMUSG00000079414|-|-|ncRNA	-2.23404854474861	0.000643603708403318	3.2922462622051096
NM_001163702	Fbxo27|E130008B10Rik|FBG5|Gm161|-|7 A3|7|protein-coding	-2.2236849951702298	0.0017758427503982602	2.28449592388814
NM_023465	Ctnnbip1|1110008O09Rik|2310001I19Rik|AW457332|Catnbip1|Icat|RP23-153G17.3|4 E2|4|protein-coding	-2.2225207011343198	0.00229801713226763	2.23796052499252
NM_175126	Zcchc3|2810406K24Rik|RP23-396N8.6|2 H1|2|protein-coding	-2.22127814710288	0.00235767423500385	2.18989482053901
NM_146137	Amigo1|Amigo|ali2|RP23-89M15.6|3 F2.3|3|protein-coding	-2.2163083881256096	0.000386202037793504	4.149568696658569
NM_011676	Unc119|D11Bhm52|HRG4|MRG4|Rg4|Rtg4|Unc119h|RP23-185A18.16-002|11 B5|11 46.74 cM|protein-coding	-2.19660924916171	0.000350721809880488	4.57668558228697
NM_009404	Tnfsf9|4-1BB-L|4-1BBL|AI848817|Cd137l|Ly63l|-|17 D|17|protein-coding	-2.1947510864038	0.00207588359728414	2.30534616810438
NR_003513	Neat1|2310043N10Rik|VINC|-|19 A|19|ncRNA	-2.19115341736987	0.00018944413728269399	8.62011098838882
NR_106188	Mir1668|mmu-mir-1668|-|-|ncRNA	-2.18523646970548	0.0006596106578779281	3.61043883180834
NM_175164	Arhgap26|1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621|-|18 B3|18|protein-coding	-2.17393607314585	0.00024288108666363397	6.93395902606653
NM_025821	Carhsp1|1200011K09Rik|Crhsp-24|D16Ertd465e|-|16 A1|16 4.26 cM|protein-coding	-2.1484704971406696	0.000454368463368001	4.7639768053390705
NM_183276	Nbeal2|1110014F23Rik|BC042396|mKIAA0540|-|9 F2|9|protein-coding	-2.13303656269516	0.000298941668370093	10.0407941444744
NR_040728	1700110K17Rik|-|-|9|9|ncRNA	-2.12533610503226	0.00339889719851431	2.33421251935731
NM_133643	Edaradd|1810032E07Rik|5830469M23Rik|A630043P06|cr|-|13 A1|13 4.77 cM|protein-coding	-2.12255568344677	0.00276836892468084	2.4501875366535297
NM_028460	Pear1|3110045G13Rik|Jedi-1|Megf12|-|3 F1|3|protein-coding	-2.12087070338552	0.000407114642900062	6.157984317812481
NM_009516	Wee1|Wee1A|-|7 F1|7|protein-coding	-2.1032440761026	0.00321215988321055	2.50854293172109
NM_011372	St6galnac3|Siat7c|-|3|3 H4|protein-coding	-2.10183281116464	0.005222757881035021	2.09444636615113
NM_172442	Dtx4|AI449438|BC044798|D930042H13|RNF155|-|19 A|19|protein-coding	-2.0957561912845097	0.0007601739229463009	4.38124572983288
NM_030712	Cxcr6|BB217514|BONZO|STRL33|-|9 F|9 74.57 cM|protein-coding	-2.0934749967474198	0.00042076032665995603	8.0332648869285
NM_027334	Mettl7a1|2210414H16Rik|3300001H21Rik|Aam-B|Mettl7a|UbiE1|-|15|15 F3|protein-coding	-2.0874773871758703	0.00135499382654639	3.5135409372136404
NM_001025615	Ccdc50|C3orf6|RP23-290F22.1|16 B2|16 18.98 cM|protein-coding	-2.07957928814862	0.0005232716272608691	6.556438247382599
NM_033581	Pcdhgc3|PC43|Pcdh2|-|18 B3|18 19.67 cM|protein-coding	-2.07841022340704	0.0014224109776590698	3.4883132438188795
NM_001099917	Smim24|2210404O07Rik|-|10 C1|10|protein-coding	-2.0775143853825804	0.0060741372893803	2.02674581944086
NM_001284409	Casp3|A830040C14Rik|AC-3|Apopain|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy|-|8 B1.1|8 26.39 cM|protein-coding	-2.0753875979298	0.000670653348376403	5.36109229741722
NM_027460	Slc25a33|5730438N18Rik|Pnc1|RP23-383I7.2|4|4 E1|protein-coding	-2.06889876395107	0.000760363767944261	4.93544041373227
NM_201352	Gdpd5|BC024955|Gde2|-|7 E2|7|protein-coding	-2.0652274758476104	0.00123511765687035	3.85670840602583
NM_018784	St3gal6|1700023B24Rik|AI930218|AW552396|Siat10|St3galVI|RP24-293N14.3|16 C1.2|16|protein-coding	-2.06364154616168	0.0006160127746785269	6.4103054073668
NM_001281954	Crtam|-|-|9 A5.1|9 21.79 cM|protein-coding	-2.0632568832616998	0.000643603708403318	5.96763131852517
NM_009895	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	-2.06130768153977	0.000943345379772583	4.53775936845198
NM_008876	Pld2|-|DN-183N8.6|11 B3|11 42.99 cM|protein-coding	-2.05409174590002	0.0026280836782101302	2.819225817641
NM_145367	Txndc5|AL022641|ERp46|PC-TRP|-|13 A3.3|13|protein-coding	-2.05309954282848	0.000626543791728231	7.05029493907834
NM_172449	Bzrap1|D230016K05|PRAX-1|mKIAA0612|RP23-449P23.4|11 C|11|protein-coding	-2.04710837508099	0.00317930983968775	2.69601122351044
NR_015548	5830432E09Rik|-|-|7|7|ncRNA	-2.0395488413414697	0.00159295968897802	3.70538412686144
NM_172685	Slc25a24|2610016M12Rik|DN-250O19.1|3 F3|3|protein-coding	-2.03749896142874	0.00109650723286524	4.65079969528474
NM_012057	Irf5|AW491843|mirf5|-|6 A3.3|6 12.36 cM|protein-coding	-2.03686384069188	0.0076005943428654596	2.09024557040294
NM_001040085	Sytl2|AI266830|Slp2|mKIAA1597|-|7 E1|7|protein-coding	-2.03468494993422	0.000841351169475201	5.657422198436849
NM_145211	Oas1a|L3|-|5 F|5 60.65 cM|protein-coding	-2.03348010649541	0.00117026055401093	4.426222292885889
NR_051981	H2-Q5|H-2Q5|Qa-5|Qa5|Qat-5|-|17 B1|17 19.17 cM|pseudo	-2.02328026067073	0.000865109573235575	6.0438529953331
NM_001004164	Gnptab|EG432486|mKIAA1208|-|10 C1|10|protein-coding	-2.02131223775184	0.0007510660885795451	7.584498202861759
NM_001285999	Plekhg5|BC023181|Syx|RP23-284C20.1|4 E2|4|protein-coding	-2.0162207406395902	0.00687532132782591	2.2479357626052403
NM_028805	Katnb1|2410003J24Rik|KAT|-|8 D1|8|protein-coding	-2.0109759194386	0.00088976677840507	6.64683431295287
NR_004444	Zfhx2os|Zfhx2as|-|14 C2|14|ncRNA	-2.0090464054985904	0.0025821942288273897	3.3963562899619197
NM_183183	Gprin3|C030038J10Rik|C730021L23|-|6 B3|6|protein-coding	-2.0026533782256397	0.00118724778907369	5.085003187253379
