id	sequence_identifier	chr_name	transcription_start	transcription_end	strand	score	rpkm	gene_peak_id	gene_peak_start	gene_peak_end	gene_peak_tag_count	tss_peak_id	tss_peak_start	tss_peak_end	tss_peak_tag_count
540374	NM_001177557	chr6	66896440	67021242	0	0.075437517034476827626259992600191114	0.02960930041048420117								
540374	NM_001177558	chr6	66896440	67021242	0	0.075437517034476827626259992600191114	0.02960930041048420117								
540374	NM_001177559	chr6	66896440	67021242	0	0.075437517034476827626259992600191114	0.02960930041048420117								
540374	NM_001177560	chr6	66896440	67021242	0	0.075437517034476827626259992600191114	0.02960930041048420117								
531351	NM_001177561	chr12	80953193	80966004	1	0.105567324009745945215575175536205105	0.05148641088437464263								
481405	NM_001177568	chr2	177468481	177478993	0	0.07958923476803192633235519144168684	0.0396618985798964292								
692686	NM_001177571	chr10	41538933	41581414	1	0.03039094185072291425871639630689672	0.01313874629029613837								
572676	NM_001177572	chr6	6041240	6217065	1	0.06245006866356627564191114036530944	0.0238150485862230288								
829895	NM_001177576	chr7	141429783	141437510	1	6.90859458060504557487922431585988	3.5641813484080994								
612686	NM_001177594	chr5	120511248	120533949	0	1.289351684752447843412566836420090211	0.59250283894070837389								
612686	NM_001177595	chr5	120511248	120533949	0	1.289351684752447843412566836420090211	0.59250283894070837389								
715212	NM_001177600	chr1	63475084	63596081	0	0.003428480300122906148971009186486792	0.00134924832563209912								
176773	NM_001177601	chr11	70236093	70237625	1	0.029230482073807075915274051631631744	0.01870852537651685864								
176773	NM_001177603	chr11	70236093	70237625	1	0.029230482073807075915274051631631744	0.01870852537651685864								
176773	NM_001177606	chr11	70236093	70237625	1	0.029230482073807075915274051631631744	0.01870852537651685864								
176773	NM_001177607	chr11	70236093	70237625	1	0.029230482073807075915274051631631744	0.01870852537651685864								
59221	NM_001177609	chr17	25260962	25274330	1	8.22437851888386277878876330336184	3.9928501576876444								
457787	NM_001177610	chr17	25260509	25274330	1	8.344149594587257288690052864189	4.0366054349345342								
322403	NM_001177615	chr9	112124151	112228212	1	0.006327908976838043052375729780985678	0.00252286001012845963								
839687	NM_001177616	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
839687	NM_001177617	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
839687	NM_001177618	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
839687	NM_001177619	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
839687	NM_001177620	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
629695	NM_001177621	chr5	31036035	31048935	1	1.196897357323569281813632749568736979	0.58330634972187829571								
629695	NM_001177622	chr5	31036035	31048935	1	1.196897357323569281813632749568736979	0.58330634972187829571								
839687	NM_001177623	chr9	112065724	112233178	1	0.00674400469297221841129530099689788	0.00258223826048847451								
435927	NM_001177625	chr3	27097221	27153795	1	0.644556761308343962743096485775014355	0.27133025419016281463	637	27154021	27154203	39.6	637	27154021	27154203	39.6
435927	NM_001177626	chr3	27097221	27153795	1	0.644556761308343962743096485775014355	0.27133025419016281463	637	27154021	27154203	39.6	637	27154021	27154203	39.6
79636	NM_001177627	chr2	27021454	27027960	1	0.090181808636694010718292134936295042	0.04746632285122587758								
543673	NM_001177633	chr14	20348218	20383528	0	4.5982402884024861550599376559145	2.0232307774031055								
473900	NM_001177647	chr2	129597724	129631713	0	0.009847228414799416952594053329628914	0.00434872553001430977								
80740	NM_001177648	chr2	31026274	31141940	1	3.1076856178348942867419175537182	1.2277378656968406	748	31061230	31061412	36.4				
491967	NM_001177649	chr2	31026200	31142048	1	4.84519072069057960272276698416098	1.9139067534595359	748	31061230	31061412	36.4				
491967	NM_001177650	chr2	31026200	31142048	1	4.84519072069057960272276698416098	1.9139067534595359	748	31061230	31061412	36.4				
694176	NM_001177653	chr13	23583833	23621021	1	0.10419651656434254171085386824052138	0.04561946619925260118								
442822	NM_001177654	chr2	25054440	25062880	0	2.42056115931955724493243827908558	1.2362479953378439								
442822	NM_001177655	chr2	25054440	25062880	0	2.42056115931955724493243827908558	1.2362479953378439								
775641	NM_001177658	chr1	4773239	4785672	1	3.2524195760019147457304982953925	1.5913712981052875								
446128	NM_001177659	chr2	29889851	29931752	0	3.16352074559042157259533458354631	1.3694429973073269								
446128	NM_001177661	chr2	29889851	29931752	0	3.16352074559042157259533458354631	1.3694429973073269								
688638	NM_001177666	chr13	119488065	119610501	0	0.051790865517976002203738870679621068	0.02036123533829102014								
446209	NM_001177667	chr2	29965551	30031448	0	6.23324153986591163834910409464413	2.5877214599054899								
446209	NM_001177668	chr2	29965551	30031448	0	6.23324153986591163834910409464413	2.5877214599054899								
402590	NM_001177669	chr3	95588973	95619233	0	1.196502153497768019817487883236183342	0.53439090608660683897								
402590	NM_001177670	chr3	95588973	95619233	0	1.196502153497768019817487883236183342	0.53439090608660683897								
533285	NM_001177673	chr12	100876679	100908154	1	4.83256448919950007675058809778788	2.1500945203229268	619	100876019	100876201	40.7				
533285	NM_001177674	chr12	100876679	100908154	1	4.83256448919950007675058809778788	2.1500945203229268	619	100876019	100876201	40.7				
598438	NM_001177696	chr5	35757942	35884899	0	0.14423007459750259698384608995600164	0.0565278348050643763	1172	35757571	35757753	28.9	1172	35757571	35757753	28.9
598438	NM_001177697	chr5	35757942	35884899	0	0.14423007459750259698384608995600164	0.0565278348050643763	1172	35757571	35757753	28.9	1172	35757571	35757753	28.9
598438	NM_001177698	chr5	35757942	35884899	0	0.14423007459750259698384608995600164	0.0565278348050643763	1172	35757571	35757753	28.9	1172	35757571	35757753	28.9
598438	NM_001177699	chr5	35757942	35884899	0	0.14423007459750259698384608995600164	0.0565278348050643763	1172	35757571	35757753	28.9	1172	35757571	35757753	28.9
598438	NM_001177700	chr5	35757942	35884899	0	0.14423007459750259698384608995600164	0.0565278348050643763	1172	35757571	35757753	28.9	1172	35757571	35757753	28.9
167562	NM_001177705	chr14	54856838	54864014	1	0.314284526927481189805347247487895033	0.16353361831031375007								
67794	NM_001177706	chr2	180967602	180982024	0	2.28625998355028002914757431423655	1.1010184553359649								
481699	NM_001177707	chr2	180967294	180982562	0	4.66823797481654229793334330563743	2.2346307499580877								
481699	NM_001177708	chr2	180967294	180982562	0	4.66823797481654229793334330563743	2.2346307499580877								
481699	NM_001177709	chr2	180967294	180982562	0	4.66823797481654229793334330563743	2.2346307499580877								
481699	NM_001177710	chr2	180967294	180982562	0	4.66823797481654229793334330563743	2.2346307499580877								
507023	NM_001177719	chr2	91137334	91183082	1	8.84188654363457379985374749453897	3.7960402245066419	1156	91183948	91184130	28.9	1156	91183948	91184130	28.9
507023	NM_001177720	chr2	91137334	91183082	1	8.84188654363457379985374749453897	3.7960402245066419								
507026	NM_001177730	chr2	91184096	91194407	1	0.11866703197935967306167748193128044	0.0592618526914833756	1156	91183948	91184130	28.9				
444773	NM_001177732	chr3	63698533	63784139	1	0.003812666326981978263380249059086624	0.00154625220630953136								
444773	NM_001177733	chr3	63698533	63784139	1	0.003812666326981978263380249059086624	0.00154625220630953136								
246626	NM_001177750	chr13	66905381	66908910	0	0.555864786990807627631471456200014132	0.31561310847921494668								
559179	NM_001177751	chr14	76415812	76507760	0	0.121629552505509587070437366101799823	0.04901846599636362257								
489358	NM_001177752	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177753	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177754	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177755	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177756	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177757	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
489358	NM_001177758	chr2	11471393	11553898	1	0.955080005494306451675604078058130259	0.38860474662185650341								
485674	NM_001177759	chr18	49979514	50093227	0	0.631786803459026058965666825796937584	0.24996266110116286107								
485674	NM_001177760	chr18	49979514	50093227	0	0.631786803459026058965666825796937584	0.24996266110116286107								
409060	NM_001177770	chr3	108653976	108678874	0	1.775389464460113588952679162422749022	0.80834011083631329523								
409060	NM_001177771	chr3	108653976	108678874	0	1.775389464460113588952679162422749022	0.80834011083631329523								
397288	NM_001177773	chr3	84815576	84979205	0	0.50225401565589700903536900960481318	0.19268062604978639495								
397288	NM_001177774	chr3	84815576	84979205	0	0.50225401565589700903536900960481318	0.19268062604978639495								
199190	NM_001177775	chr10	22163061	22307597	0	1.141654735909527694467735170533729044	0.44255521032272108367								
662534	NM_001177776	chr10	20952555	21080426	0	0.190329505670431451602380892414116156	0.07454991769829185434								
846665	NM_001177778	chrX	100774538	100818412	0	0.216992118180565189981856473534000416	0.09352639068699126112								
846665	NM_001177779	chrX	100774538	100818412	0	0.216992118180565189981856473534000416	0.09352639068699126112								
846665	NM_001177780	chrX	100774538	100818412	0	0.216992118180565189981856473534000416	0.09352639068699126112								
847614	NM_001177781	chrX	107255828	107296802	0	2.63336716973799948278860349322113	1.1423610160163039								
377407	NM_001177782	chrX	107282266	107294101	0	0.32246261824117893239061935684414664	0.1586218327480209858								
833501	NM_001177784	chr9	64306750	64341234	1	1.02880751141431432043537618317341624	0.4537084382293412793								
509146	NM_001177785	chr2	102811164	102901530	1	1.939445482975548934293955621073717475	0.78281608235269175171	1381	102873990	102874172	25.7				
509146	NM_001177786	chr2	102811164	102901530	1	1.939445482975548934293955621073717475	0.78281608235269175171	1381	102873990	102874172	25.7				
509146	NM_001177787	chr2	102811164	102901530	1	1.939445482975548934293955621073717475	0.78281608235269175171	1381	102873990	102874172	25.7				
470890	NM_001177792	chr2	120567718	120600772	0	0.688960297561588256689849662512593584	0.30507907412461229904								
470890	NM_001177793	chr2	120567718	120600772	0	0.688960297561588256689849662512593584	0.30507907412461229904								
424651	NM_001177798	chr19	8772521	8785214	1	3.9882146759556649185019492391567	1.9470369878734378								
470730	NM_001177799	chr2	120464068	120504915	0	0.053271108738821057031788586513016176	0.02311592791312962756								
829484	NM_001177804	chr7	140863657	140882319	1	1.796649657872937482687477060832358025	0.84225146006981091173								
43873	NM_001177806	chr2	118422069	118475060	0	0.495851192462753233355118588188185885	0.20999218236816375335								
445896	NM_001177810	chr15	97746637	97767497	1	0.012321484429025744864675983326077664	0.00571080060222357728								
445896	NM_001177811	chr15	97746637	97767497	1	0.012321484429025744864675983326077664	0.00571080060222357728								
21576	NM_001177812	chr19	46599136	46657018	0	0.899425059917614470554820202053795837	0.37782651646625621939	436	46619984	46620166	48.2				
401011	NM_001177813	chr19	46599136	46657397	0	4.58039819658752067473437770218292	1.9229647543747212								
474585	NM_001177833	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177834	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177835	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177836	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177837	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177838	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177839	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
474585	NM_001177840	chr2	131491826	131525169	0	0.519215587942209469021919661860953194	0.22972083125193690862								
516381	NM_001177841	chr12	103388748	103406325	0	0.260221750645766714198809854275221518	0.12274611479100596374								
16084	NM_001177843	chr2	4432084	4599918	0	0.02204420015544141750640676091046088	0.00843899743851567632								
436157	NM_001177844	chr2	4228448	4613849	0	0.037138155053838699099101552314975536	0.01329761043140796436								
830108	NM_001177845	chr9	35184406	35199315	1	0.477914017586810321869272700196242353	0.22934665724299919403								
830108	NM_001177846	chr9	35184406	35199315	1	0.477914017586810321869272700196242353	0.22934665724299919403								
830108	NM_001177847	chr9	35184406	35199315	1	0.477914017586810321869272700196242353	0.22934665724299919403								
793452	NM_001177849	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177850	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177851	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177852	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177853	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177854	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177855	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
793452	NM_001177856	chr4	9449679	9669011	1	0.011764603969782349926770099463435142	0.00440563477527979094								
714561	NM_001177867	chr1	57995083	58025832	0	0.72544921107518699404040715046844785	0.3234993967092466609								
677469	NM_001177868	chr13	37826131	37952007	0	0.457581793237005598214262604417556639	0.17947002884899943603								
677469	NM_001177869	chr13	37826131	37952007	0	0.457581793237005598214262604417556639	0.17947002884899943603								
744315	NM_001177871	chr16	57376634	57572800	0	0.89014901324460819938530829272669512	0.3364014519648355739								
68778	NM_001177872	chr17	36860684	36867077	1	0.26167410893275118906832858712241664	0.13801481871081227296								
581798	NM_001177874	chr11	120784257	120789142	0	3.9050012448661637020390717090264	2.1276009670198687								
378624	NM_001177878	chrX	160502857	160590262	0	0.4196209494099830896190048706969183	0.1698682365378968154								
849451	NM_001177879	chrX	160502247	160598784	0	0.473172204384537094065885646176171216	0.18988419670761984624								
598158	NM_001177884	chr5	33843109	33898013	0	2.50808156733258427763741603586351	1.0587029392155327								
568905	NM_001177898	chr11	96464591	96759615	0	1.569324497169264144409948797318704764	0.57383894183310411134								
568905	NM_001177899	chr11	96464591	96759615	0	1.569324497169264144409948797318704764	0.57383894183310411134								
726790	NM_001177900	chr1	191980470	191987112	0	0.087285925130788378245128746277858328	0.04583035210578686088								
629771	NM_001177901	chr5	31198976	31200869	1	12.12578368548200209934161100199448	7.5107518603439128								
631456	NM_001177902	chr5	38668701	38682815	1	0.12531528039922794985348979912239574	0.0604878909978557086								
376611	NM_001177937	chrX	100128750	100390026	0	0.003979208687239132411668566638510538	0.00146921863238657114								
846627	NM_001177938	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177939	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177940	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177941	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177942	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177943	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
846627	NM_001177944	chrX	100128750	100390026	0	0.003041579054039106947759873760265777	0.00112302343739893081								
817097	NM_001177945	chr7	97550307	97579456	1	0.532677714646959813547363452834329775	0.23878066885853565501	691	97579524	97579706	38.6	691	97579524	97579706	38.6
817097	NM_001177946	chr7	97550307	97579456	1	0.532677714646959813547363452834329775	0.23878066885853565501	691	97579524	97579706	38.6	691	97579524	97579706	38.6
817097	NM_001177947	chr7	97550307	97579456	1	0.532677714646959813547363452834329775	0.23878066885853565501	691	97579524	97579706	38.6	691	97579524	97579706	38.6
850501	NM_001177950	chrX	10158225	10216729	1	0.140263771481152673549586846132840408	0.05886379788293536716								
850501	NM_001177951	chrX	10158225	10216729	1	0.140263771481152673549586846132840408	0.05886379788293536716								
850501	NM_001177952	chrX	10158225	10216729	1	0.140263771481152673549586846132840408	0.05886379788293536716								
850501	NM_001177953	chrX	10158225	10216729	1	0.140263771481152673549586846132840408	0.05886379788293536716								
850501	NM_001177954	chrX	10158225	10216729	1	0.140263771481152673549586846132840408	0.05886379788293536716								
378878	NM_001177955	chrX	166325075	166388600	0	0.029098234270394446419415907304270818	0.01212026949761081503								
849755	NM_001177956	chrX	166322903	166388600	0	0.019326853652234514608247186805129052	0.00802572199496282794								
849755	NM_001177957	chrX	166322903	166388600	0	0.019326853652234514608247186805129052	0.00802572199496282794								
849755	NM_001177958	chrX	166322903	166388600	0	0.019326853652234514608247186805129052	0.00802572199496282794								
849755	NM_001177959	chrX	166322903	166388600	0	0.019326853652234514608247186805129052	0.00802572199496282794								
849755	NM_001177960	chrX	166322903	166388600	0	0.019326853652234514608247186805129052	0.00802572199496282794								
853376	NM_001177965	chrX	73916850	73921874	1	7.652571353463314340701224797114	4.15505737807002								
421402	NM_001177967	chr17	73108060	73243338	0	0.1321165526153482824987564989374675	0.0515015264590778417								
421402	NM_001177968	chr17	73108060	73243338	0	0.1321165526153482824987564989374675	0.0515015264590778417								
853397	NM_001177973	chrX	74013907	74023860	1	10.07574335010587701900483411346028	5.0515325962114206								
853397	NM_001177974	chrX	74013907	74023860	1	10.07574335010587701900483411346028	5.0515325962114206								
853397	NM_001177975	chrX	74013907	74023860	1	10.07574335010587701900483411346028	5.0515325962114206								
853397	NM_001177976	chrX	74013907	74023860	1	10.07574335010587701900483411346028	5.0515325962114206								
314614	NM_001177980	chr4	102339518	102607078	0	0.310871219471307815995164278368576425	0.11456259540934923663	683	102569128	102569310	38.6	1601	102569981	102570163	23.6
742738	NM_001177981	chr4	102339518	102607256	0	0.407637560538592148990290108578472524	0.15021503094204898097								
742738	NM_001177982	chr4	102339518	102607256	0	0.407637560538592148990290108578472524	0.15021503094204898097								
742738	NM_001177983	chr4	102339518	102607256	0	0.407637560538592148990290108578472524	0.15021503094204898097	1490	102507042	102507224	24.6				
854776	NM_001177985	chrX	101404384	101419799	1	2.797203990108864232129081088661	1.337638933587315								
854776	NM_001177986	chrX	101404384	101419799	1	2.797203990108864232129081088661	1.337638933587315								
854776	NM_001177987	chrX	101404384	101419799	1	2.797203990108864232129081088661	1.337638933587315								
854776	NM_001177988	chrX	101404384	101419799	1	2.797203990108864232129081088661	1.337638933587315								
367487	NM_001177995	chr4	154329134	154632080	1	0.00387177014713867526068572317157864	0.00141277640694878256								
19261	NM_001178012	chr19	45047999	45056049	0	19.43398219927631973864696959103483	9.9791304388363599	1227	45047364	45047546	28.9	1227	45047364	45047546	28.9
399761	NM_001178013	chr19	45047533	45056432	0	19.4937607566513127724360047154211	9.896517573149927	1227	45047364	45047546	28.9	1227	45047364	45047546	28.9
544529	NM_001178049	chr6	97809663	98021336	0	0.006327268507145660573534339729548032	0.00237632419653359493								
543150	NM_001178058	chr6	89644040	89675357	0	0.052381735765542865939604520303857902	0.02331698180974400063								
543150	NM_001178059	chr6	89644040	89675357	0	0.052381735765542865939604520303857902	0.02331698180974400063								
543150	NM_001178060	chr6	89644040	89675357	0	0.052381735765542865939604520303857902	0.02331698180974400063								
785080	NM_001184706	chr9	96196338	96323586	0	0.159148534368761743725366537816554301	0.06236262962303142693	495	96196085	96196267	45	495	96196085	96196267	45
785080	NM_001184708	chr9	96196338	96323586	0	0.159148534368761743725366537816554301	0.06236262962303142693	495	96196085	96196267	45	495	96196085	96196267	45
785080	NM_001184709	chr9	96196338	96323586	0	0.159148534368761743725366537816554301	0.06236262962303142693								
785080	NM_001184710	chr9	96196338	96323586	0	0.159148534368761743725366537816554301	0.06236262962303142693								
785080	NM_001184711	chr9	96196338	96323586	0	0.159148534368761743725366537816554301	0.06236262962303142693								
592510	NM_001185020	chr6	119923968	120038681	1	5.86633120831864459688843843867592	2.3192311505936142								
592510	NM_001185021	chr6	119923968	120038681	1	5.86633120831864459688843843867592	2.3192311505936142								
600769	NM_001185153	chr11	11280135	11462462	1	0.034434922023337595848084621670290602	0.01309218858877355958								
737973	NM_001185162	chr16	32247221	32257084	0	1.047293938533113178264897164612264315	0.52559733993988091305								
424057	NM_001185164	chr19	6982432	6992312	1	2.07581055013573102758183799272526	1.0415715496038598								
465120	NM_001185182	chr17	33938896	33939705	1	9.42977001574792362243677833673254682	6.77102574870560836492	2035	33940214	33940396	21.4	2035	33940214	33940396	21.4
408826	NM_001190161	chr3	108383912	108388134	0	0.811606668487196219630932015589983866	0.45032343074913380638								
461775	NM_001190179	chr2	80638916	80659169	0	0.41027438450928261650734009867384799	0.19072766869698218389								
579813	NM_001190187	chr14	38380670	39383344	1	0.002112647818274298152333573544006475	0.00070408996002647611								
579813	NM_001190188	chr14	38380670	39383344	1	0.002112647818274298152333573544006475	0.00070408996002647611								
452518	NM_001190258	chr3	90212666	90213675	1	4.81245248337701213150461471977237	3.3092503156385013								
708426	NM_001190264	chr13	100736752	100744594	1	0.21682709782636518688252420266792698	0.11167260617182923254								
502999	NM_001190297	chr2	73341507	73386395	1	0.288765541039993092437476932794942834	0.12419487398722022042								
773737	NM_001190313	chr9	44102315	44107450	0	0.025383806613294893830732078397799108	0.01374558801926687958								
773737	NM_001190314	chr9	44102315	44107450	0	0.025383806613294893830732078397799108	0.01374558801926687958								
548700	NM_001190320	chr6	123230523	123244606	0	0.00421783657421439588655647750438684	0.00203636533670834595								
548700	NM_001190321	chr6	123230523	123244606	0	0.00421783657421439588655647750438684	0.00203636533670834595								
727282	NM_001190322	chr4	3938944	3951204	0	2.036798294539021434684880520078525514	0.99809213499968825582								
727282	NM_001190323	chr4	3938944	3951204	0	2.036798294539021434684880520078525514	0.99809213499968825582								
727282	NM_001190324	chr4	3938944	3951204	0	2.036798294539021434684880520078525514	0.99809213499968825582								
586317	NM_001190327	chr6	72957605	72958355	1	70.4313119362742636806065282831031106	51.38811874963542189032								
852517	NM_001190332	chrX	50892641	50933083	1	0.62934651856929584229692403473156085	0.27335020204014753075								
403728	NM_001190333	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
403728	NM_001190334	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
403728	NM_001190335	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
403728	NM_001190336	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
403728	NM_001190337	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
403728	NM_001190338	chr17	8236126	8257097	0	0.032246829728239604827788846082676034	0.01493780738828492538								
553052	NM_001190343	chr11	6546956	6595834	0	3.58760386043398805328441195756105	1.5307626922929379	656	6560954	6561136	39.6				
553052	NM_001190344	chr11	6546956	6595834	0	3.58760386043398805328441195756105	1.5307626922929379	656	6560954	6561136	39.6	656	6560954	6561136	39.6
615859	NM_001190352	chr5	125548322	125715195	0	0.001070057855212703684421499396920621	0.00040983720166030873								
633108	NM_001190357	chr8	11497602	11513312	0	2.89550354192863692355482023174235	1.3818909195764535								
494440	NM_001190371	chr18	12252397	12304711	1	0.053011707070648921549492528388616261	0.02247705142865744279								
330962	NM_001190374	chr7	82362772	82511495	0	0.001380928672174598467600001140935532	0.00053402280449237534								
613171	NM_001190376	chr11	70669462	70688151	1	3.96236455758645010985012624606795	1.8572407514270083								
613171	NM_001190378	chr11	70669462	70688151	1	3.96236455758645010985012624606795	1.8572407514270083								
613171	NM_001190379	chr11	70669462	70688151	1	3.96236455758645010985012624606795	1.8572407514270083								
556020	NM_001190401	chr11	23306893	23490610	0	1.972360467079049826037606111248083645	0.74942282446781693465								
201040	NM_001190402	chr10	57674524	57737523	0	0.007140741823089625101999435353436651	0.00297657435798172071								
599757	NM_001190406	chr11	5058210	5065147	1	0.468093464160196879175287857475082922	0.24452901823061472846								
599757	NM_001190408	chr11	5058210	5065147	1	0.468093464160196879175287857475082922	0.24452901823061472846								
855329	NM_001190409	chrX	105968083	106011835	1	2.08171942845135194860343779326285312	0.89748278393176367568								
348774	NM_001190414	chr4	44034038	44077878	1	1.739491475937435266632107964656094236	0.74979782552121939066	1388	44044692	44044874	25.7				
387344	NM_001190436	chr19	6057871	6059526	0	2.1533780232863313978107385082528	1.361535355306984								
616940	NM_001190437	chr5	135009212	135012176	0	7.9053788901552126592900442122905	4.593886778808793								
206853	NM_001190443	chr5	24565569	24576646	1	5.40202396842046569129015543026286	2.6765555901896526								
784677	NM_001190444	chr1	74279838	74282654	1	39.12790441953267804710325921332715	22.8965192824534903	1087	74284812	74284994	30	1087	74284812	74284994	30
759868	NM_001190445	chr4	155250002	155255937	0	2.41387830566849868593660845168458	1.2844529527006582								
601016	NM_001190448	chr11	11814276	11883080	1	0.02752548365270931207872102073689772	0.01138273732094729505								
417224	NM_001190449	chr17	35059091	35062085	0	0.817449240327289040286028242432737221	0.47438112482386083911								
677707	NM_001190451	chr10	97495028	97517840	0	0.002316022634708565164253369235185728	0.00106377221969998141								
208438	NM_001190453	chr10	127266408	127282009	0	7.34158871024083692440970158885805	3.5063658538173703								
681508	NM_001190454	chr10	127266318	127282009	0	7.79755395332426730205735230334228	3.7218873143809178								
536904	NM_001190461	chr6	29272485	29274628	0	0.566829121791534522873043475200511052	0.34471357454567721588								
506241	NM_001190466	chr12	71313815	71319942	0	0.064519270851444630511661794218010203	0.03420134682176431917								
673504	NM_001190473	chr10	81183059	81193237	0	6.66011083326371469018502088009832	3.3308156564647796								
673504	NM_001190474	chr10	81183059	81193237	0	6.66011083326371469018502088009832	3.3308156564647796								
425773	NM_001190483	chr19	17471957	17693540	1	0.006066866021581128021923247210505609	0.00227004679027841447								
731545	NM_001190490	chr7	19086553	19093138	0	0.01465869342364116292216936966270515	0.00770450017812385155								
731545	NM_001190491	chr7	19086553	19093138	0	0.01465869342364116292216936966270515	0.00770450017812385155								
205497	NM_001190717	chr5	8397774	8422585	1	1.015144584442677815676478779801274144	0.46235965504111469224								
603791	NM_001190733	chr5	73491162	73560803	0	0.402689260368009969762063443287346275	0.16634476711771412065								
603791	NM_001190734	chr5	73491162	73560803	0	0.402689260368009969762063443287346275	0.16634476711771412065								
255203	NM_001190786	chr8	111003899	111031777	1	1.31188589068073447664873138336757378	0.5906535231040274878								
615370	NM_001190795	chr5	124552882	124569705	0	2.16934142400926620915916647270854	1.0279447307136714								
255203	NM_001190800	chr8	111003899	111031777	1	1.31188589068073447664873138336757378	0.5906535231040274878								
735505	NM_001190804	chr16	22857885	22877811	0	5.38522670180088483799811191904905	2.5076368628564947								
735505	NM_001190805	chr16	22857885	22877811	0	5.38522670180088483799811191904905	2.5076368628564947								
489769	NM_001190817	chr2	18206327	18392782	1	1.08519009076827521199785469104480184	0.4118282293091977921								
217777	NM_001190830	chr8	71676474	71690502	0	18.55381022012051731417800080739936	8.9614816207843578								
419767	NM_001190846	chr17	53567040	53672688	0	0.622425477236423414478080398573662297	0.24782807690874331113								
77185	NM_001190852	chr3	142277861	142358441	1	0.34701704778312560887397704014946974	0.14149080330118989655								
467268	NM_001190853	chr3	142239585	142395565	1	0.63068300261505759562349813363123792	0.24292007432995582517								
467268	NM_001190854	chr3	142239585	142395565	1	0.63068300261505759562349813363123792	0.24292007432995582517								
467268	NM_001190855	chr3	142239585	142395565	1	0.63068300261505759562349813363123792	0.24292007432995582517								
467268	NM_001190856	chr3	142239585	142395565	1	0.63068300261505759562349813363123792	0.24292007432995582517								
467268	NM_001190857	chr3	142239585	142395565	1	0.63068300261505759562349813363123792	0.24292007432995582517								
605013	NM_001190886	chr11	33753919	33993162	1	0.024922566029777726950744475965489416	0.00926751647471951589								
771382	NM_001190911	chr9	34525577	35036339	0	0.00903609166911331229349092824016571	0.00316608744350840007								
771382	NM_001190912	chr9	34525577	35036339	0	0.00903609166911331229349092824016571	0.00316608744350840007								
771382	NM_001190913	chr9	34525577	35036339	0	0.00903609166911331229349092824016571	0.00316608744350840007								
